row,track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
799.000,Our House,0.0267,0.524,190840,0.802,0BTsVL5VMdq5zGNRSTHozJ,3.83E-06,0.000,0.224,-5.13,1.000,0.0432,121.35,,https://api.spotify.com/v1/tracks/0BTsVL5VMdq5zGNRSTHozJ,0.712
800.000,The Look,0.0531,0.634,237320,0.838,0ZfM5XfJTtFPhOxAERRnNY,8.34E-06,2.000,0.0522,-5.363,1.000,0.0413,95.011,,https://api.spotify.com/v1/tracks/0ZfM5XfJTtFPhOxAERRnNY,0.541
801.000,Broken Wings,0.134,0.286,343933,0.5,78FHUZRbFDCG6VkRAQdFLm,4.57E-05,1.000,0.108,-14.281,0.000,0.0357,99.162,,https://api.spotify.com/v1/tracks/78FHUZRbFDCG6VkRAQdFLm,0.443
802.000,Invisible Touch - Remastered 2007,0.202,0.623,210133,0.94,480dDrqG7LO6qDaphHeXlM,0.00184,0.000,0.0472,-5.731,1.000,0.0365,131.037,,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM,0.837
803.000,If I Could Turn Back Time,0.243,0.658,239827,0.575,0eHZ7dpv4iT7bMEYDoILIa,0,11.000,0.122,-10.365,1.000,0.0267,108.329,,https://api.spotify.com/v1/tracks/0eHZ7dpv4iT7bMEYDoILIa,0.504
804.000,Lazy Afternoon,0.0112,0.775,210347,0.678,5JmJVj3qLsCnBsQ8IC9XLf,0.0105,7.000,0.125,-6.915,1.000,0.0351,147.847,,https://api.spotify.com/v1/tracks/5JmJVj3qLsCnBsQ8IC9XLf,0.93
805.000,Stone Love,0.0571,0.837,254800,0.478,1AO26gK1sI6PoFY9eUF8yV,0.00129,6.000,0.0569,-5.861,0.000,0.0627,78.746,,https://api.spotify.com/v1/tracks/1AO26gK1sI6PoFY9eUF8yV,0.81
806.000,If You Want It,0.1,0.565,241307,0.875,6csv4sjaic4Q3IMgNMEan8,0.000325,2.000,0.244,-5.905,0.000,0.0458,155.546,,https://api.spotify.com/v1/tracks/6csv4sjaic4Q3IMgNMEan8,0.891
807.000,Santeria,0.0223,0.673,183200,0.772,6cJqlSO19vsfCsH1FeFI35,1.23E-06,1.000,0.141,-5.246,0.000,0.0427,90.356,,https://api.spotify.com/v1/tracks/6cJqlSO19vsfCsH1FeFI35,0.585
808.000,True To Myself,0.0796,0.88,225600,0.564,5N0lcnJTtKj4wNDvurHige,0,1.000,0.0565,-6.431,1.000,0.0498,99.019,,https://api.spotify.com/v1/tracks/5N0lcnJTtKj4wNDvurHige,0.83
809.000,Lay Me Down,0.0487,0.668,215147,0.78,4L0nc0tHfDjr3HlAm1EFeu,0,7.000,0.107,-6.481,1.000,0.0901,170.032,,https://api.spotify.com/v1/tracks/4L0nc0tHfDjr3HlAm1EFeu,0.739
810.000,If That's Ok,0.0816,0.687,196197,0.491,7wQ9DeZTB7OJ8rnrxeUHSl,5.25E-06,5.000,0.0901,-8.636,1.000,0.368,169.938,,https://api.spotify.com/v1/tracks/7wQ9DeZTB7OJ8rnrxeUHSl,0.663
811.000,Count Me In,0.0204,0.8,189613,0.661,0BweE3lWBMXRPWWLtLV5z8,0.000107,7.000,0.0687,-8.291,1.000,0.0304,92.015,,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,0.59
812.000,World on Fire,0.303,0.866,240029,0.518,7Clj1VaR0Vww6bUuM3nBk1,0.0512,0.000,0.104,-7.372,1.000,0.0457,141.01,,https://api.spotify.com/v1/tracks/7Clj1VaR0Vww6bUuM3nBk1,0.644
813.000,Dawn of Time,0.0736,0.701,256453,0.565,445qQk3nyQwmjf4vzDghKd,0.000504,7.000,0.193,-10.709,1.000,0.0553,153.942,,https://api.spotify.com/v1/tracks/445qQk3nyQwmjf4vzDghKd,0.899
814.000,Take It Or Leave It,0.0367,0.677,232813,0.716,0qdnPX9umHlQBQuv2sYZlo,0,9.000,0.148,-6.312,1.000,0.272,164.022,,https://api.spotify.com/v1/tracks/0qdnPX9umHlQBQuv2sYZlo,0.828
815.000,Vacation,0.0431,0.739,209142,0.754,7cdy4PbCdDZZNjyxoZyE0c,0,8.000,0.0999,-5.034,1.000,0.035,150.017,,https://api.spotify.com/v1/tracks/7cdy4PbCdDZZNjyxoZyE0c,0.793
816.000,Love Letter,0.13,0.83,214293,0.55,3BojnSbIR2oKctO3nvBLRb,0.136,7.000,0.073,-5.367,1.000,0.0568,145.004,,https://api.spotify.com/v1/tracks/3BojnSbIR2oKctO3nvBLRb,0.97
817.000,Ordinary Girl,0.000728,0.786,230880,0.669,1mB5iZe1OrN9gYZtLOklI6,0,1.000,0.0346,-8.273,0.000,0.0669,77.177,,https://api.spotify.com/v1/tracks/1mB5iZe1OrN9gYZtLOklI6,0.832
818.000,Oxygen,0.0744,0.68,225395,0.878,3YbtjYddK11NTDdUpC4nGp,0,8.000,0.137,-3.923,0.000,0.0554,169.987,,https://api.spotify.com/v1/tracks/3YbtjYddK11NTDdUpC4nGp,0.769
819.000,Bowl For Two,0.0749,0.728,283427,0.5,260F1LrhRMiuXOZIaypMZd,5.84E-06,4.000,0.108,-6.214,0.000,0.0344,138.528,,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,0.382
820.000,Celebrate,0.0224,0.66,243174,0.679,26IEVYmeFletNA10cOkdBb,0,2.000,0.0945,-6.749,1.000,0.111,164.11,,https://api.spotify.com/v1/tracks/26IEVYmeFletNA10cOkdBb,0.595
821.000,Set Sail - Original Mix,0.217,0.747,216477,0.657,2nkuZha8Oe9puQ8ZX1P9ha,0,7.000,0.0844,-5.993,1.000,0.0525,96.286,,https://api.spotify.com/v1/tracks/2nkuZha8Oe9puQ8ZX1P9ha,0.725
822.000,Marinade,0.242,0.677,237961,0.74,2N60TAtXaCbmi7zqdUoW61,0.0146,2.000,0.105,-6.528,1.000,0.0243,110.193,,https://api.spotify.com/v1/tracks/2N60TAtXaCbmi7zqdUoW61,0.679
823.000,Here I Am,0.568,0.798,288867,0.403,6Z6fRmXfG4mr4WwSY4DdKy,0,2.000,0.0984,-9.719,1.000,0.0459,147.846,,https://api.spotify.com/v1/tracks/6Z6fRmXfG4mr4WwSY4DdKy,0.813
824.000,Could You Be Loved,0.363,0.923,237000,0.728,5O4erNlJ74PIF6kGol1ZrC,0.000169,0.000,0.0941,-8.518,1.000,0.101,103.299,,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,0.751
825.000,Time Bomb,0.192,0.754,190693,0.59,6M7R9BK3Etvt0UNhbHoQlR,0,4.000,0.11,-6.525,0.000,0.046,147.107,,https://api.spotify.com/v1/tracks/6M7R9BK3Etvt0UNhbHoQlR,0.784
826.000,I Can't Stop Dreaming,0.0497,0.581,256594,0.788,4TperWTGS3d6YRzqRLSUKc,1.28E-06,1.000,0.0982,-6.297,1.000,0.0371,145.91,,https://api.spotify.com/v1/tracks/4TperWTGS3d6YRzqRLSUKc,0.734
827.000,Love Her Anyways,0.22,0.687,186846,0.537,3B8TBGV0upObaUd9z4O9W8,0,0.000,0.314,-10.923,1.000,0.0676,74.496,,https://api.spotify.com/v1/tracks/3B8TBGV0upObaUd9z4O9W8,0.657
828.000,Bullet and a Target,0.335,0.732,263400,0.835,3r7gP3kGBkldTrOO6ebMGy,2.43E-06,5.000,0.0354,-3.279,0.000,0.0819,80.696,,https://api.spotify.com/v1/tracks/3r7gP3kGBkldTrOO6ebMGy,0.892
829.000,Sunshine,0.00747,0.697,213069,0.769,1ma4sCjoVMptvilcgJDPGc,0,0.000,0.0733,-3.712,1.000,0.0626,100.029,,https://api.spotify.com/v1/tracks/1ma4sCjoVMptvilcgJDPGc,0.822
830.000,Bad Seeds,0.0658,0.758,166400,0.565,1nAowDnk4GGdV4YsE08wd7,0,7.000,0.218,-7.74,1.000,0.237,164.029,,https://api.spotify.com/v1/tracks/1nAowDnk4GGdV4YsE08wd7,0.446
831.000,Collie Man,0.183,0.61,133080,0.706,3Zjdqz7eOox8XU0zTCPL4P,0.000587,0.000,0.218,-7.084,1.000,0.0483,170.087,,https://api.spotify.com/v1/tracks/3Zjdqz7eOox8XU0zTCPL4P,0.344
832.000,Come Around,0.0144,0.497,221507,0.786,1a64u7QtJ9yDwpNyfDrZTj,0,1.000,0.638,-6.05,0.000,0.322,152.982,,https://api.spotify.com/v1/tracks/1a64u7QtJ9yDwpNyfDrZTj,0.736
833.000,Love & Affection,0.317,0.643,223360,0.585,3kbrIhpuDBQPr7E9r2VWPR,0,4.000,0.0942,-5.969,0.000,0.244,80.062,,https://api.spotify.com/v1/tracks/3kbrIhpuDBQPr7E9r2VWPR,0.678
834.000,Closer To The Sun,0.199,0.562,145218,0.728,17xbKoCF5iDcSb9usFt2yO,0.00405,7.000,0.252,-5.492,1.000,0.0275,75.266,,https://api.spotify.com/v1/tracks/17xbKoCF5iDcSb9usFt2yO,0.521
835.000,Summer Nights,0.0201,0.835,236093,0.609,0QkWubamAKEvvcOTriSKX3,1.28E-06,9.000,0.107,-5.636,1.000,0.0336,130.154,,https://api.spotify.com/v1/tracks/0QkWubamAKEvvcOTriSKX3,0.781
836.000,Welcome To Jamrock,0.0229,0.84,213200,0.658,22AbXxQbMdVqEz7xJjhccG,0,7.000,0.342,-6.496,0.000,0.333,76.638,,https://api.spotify.com/v1/tracks/22AbXxQbMdVqEz7xJjhccG,0.732
837.000,Upper Hand,0.00025,0.736,191516,0.785,0hu64sr1dgaFMEk3VbSWpM,1.13E-05,9.000,0.0955,-4.145,0.000,0.0305,100.003,,https://api.spotify.com/v1/tracks/0hu64sr1dgaFMEk3VbSWpM,0.247
838.000,Dragonfly,0.527,0.461,285480,0.476,0hbwNBhwl1Qr7pY7i3oC69,0.000203,0.000,0.346,-12.181,1.000,0.0422,117.947,,https://api.spotify.com/v1/tracks/0hbwNBhwl1Qr7pY7i3oC69,0.333
839.000,Love I,0.344,0.856,216240,0.47,4Hrw5VbQ9xDPdHdLCqBsSA,0,7.000,0.124,-8.467,1.000,0.084,133.02,,https://api.spotify.com/v1/tracks/4Hrw5VbQ9xDPdHdLCqBsSA,0.929
840.000,Fade Away,0.181,0.685,209253,0.54,4TyCnstYu6LGrjka5WW6ft,0.015,9.000,0.114,-9.701,1.000,0.0253,109.926,,https://api.spotify.com/v1/tracks/4TyCnstYu6LGrjka5WW6ft,0.235
841.000,That's All I Need,0.0175,0.765,213147,0.657,4DwguUsNBxsjZfmMzHZpCR,0,11.000,0.345,-6.394,0.000,0.0829,91.998,,https://api.spotify.com/v1/tracks/4DwguUsNBxsjZfmMzHZpCR,0.553
842.000,I'm Out,0.541,0.757,215349,0.539,5mzVVbF8nuKatFjKnwzcnU,2.23E-06,10.000,0.106,-11.438,1.000,0.0445,96.01,,https://api.spotify.com/v1/tracks/5mzVVbF8nuKatFjKnwzcnU,0.795
843.000,More,0.0581,0.657,295159,0.786,3oC1U4TxNy8aAQdEoWWH3s,1.04E-06,8.000,0.106,-5.518,1.000,0.0575,142.008,,https://api.spotify.com/v1/tracks/3oC1U4TxNy8aAQdEoWWH3s,0.684
844.000,One Love,0.0349,0.715,172813,0.543,7cRTzS9N5Mn25ZZkzmp6Uy,0,10.000,0.0432,-8.807,1.000,0.335,76.55,,https://api.spotify.com/v1/tracks/7cRTzS9N5Mn25ZZkzmp6Uy,0.926
845.000,Bang Bang,0.668,0.572,267747,0.488,2yGoiZes2YcueNA4nGDmdS,0,4.000,0.11,-10.179,1.000,0.124,132.142,,https://api.spotify.com/v1/tracks/2yGoiZes2YcueNA4nGDmdS,0.642
846.000,Right Me Up,0.501,0.55,253040,0.542,2f5m5MB4H5wRS5iu7oee1Q,0,0.000,0.345,-7.017,1.000,0.0581,173.896,,https://api.spotify.com/v1/tracks/2f5m5MB4H5wRS5iu7oee1Q,0.641
847.000,Follow The Sun,0.546,0.613,255480,0.41,0X1IP1zJNd3FgdiY75n7zW,6.31E-05,0.000,0.109,-10.747,1.000,0.0433,123.843,,https://api.spotify.com/v1/tracks/0X1IP1zJNd3FgdiY75n7zW,0.18
848.000,Bring Me Along,0.18,0.648,212927,0.543,618AH9RmEVaT8Q5oFFmGFX,0,2.000,0.273,-5.576,1.000,0.0509,76.089,,https://api.spotify.com/v1/tracks/618AH9RmEVaT8Q5oFFmGFX,0.368
849.000,Walk Away,0.0627,0.745,203680,0.718,1eOziaSzn0gjsH4PsxVD6p,0,9.000,0.195,-6.707,1.000,0.0392,104.983,,https://api.spotify.com/v1/tracks/1eOziaSzn0gjsH4PsxVD6p,0.852
850.000,Upside Down,0.248,0.786,208653,0.648,6shRGWCtBUOPFLFTTqXZIC,0.000156,6.000,0.138,-8.317,0.000,0.0522,102.399,,https://api.spotify.com/v1/tracks/6shRGWCtBUOPFLFTTqXZIC,0.652
851.000,Lemonade (feat. Mike Posner),0.323,0.671,172908,0.788,6MjyB01eNCjBAXbXWDSvju,0,7.000,0.0545,-4.008,0.000,0.0481,90.032,,https://api.spotify.com/v1/tracks/6MjyB01eNCjBAXbXWDSvju,0.878
852.000,Thotful,0.244,0.682,251160,0.701,6zrf5IkFkMJnaDuLlWyTwR,0,9.000,0.0716,-5.988,1.000,0.0696,99.532,,https://api.spotify.com/v1/tracks/6zrf5IkFkMJnaDuLlWyTwR,0.623
853.000,The Sound Of Sunshine,0.0164,0.673,225133,0.902,6iBWazas8QsDtBnjlXkrXk,0.0145,10.000,0.269,-4.886,1.000,0.0553,97.007,,https://api.spotify.com/v1/tracks/6iBWazas8QsDtBnjlXkrXk,0.704
854.000,Badfish,0.0912,0.803,187213,0.427,4KnpSJBbcpJBAjEaaJBcL8,0.00167,11.000,0.388,-7.36,0.000,0.0538,92.042,,https://api.spotify.com/v1/tracks/4KnpSJBbcpJBAjEaaJBcL8,0.505
855.000,Breakdown,0.641,0.586,253933,0.499,5Irp7GSDmBquYrMkBw3fDE,0.000469,0.000,0.87,-11.111,1.000,0.04,139.652,,https://api.spotify.com/v1/tracks/5Irp7GSDmBquYrMkBw3fDE,0.509
856.000,What I Got,0.0172,0.795,171067,0.706,3oVSsJXNADnYAnZWiEWFJH,0.000384,7.000,0.326,-7.494,1.000,0.101,95.593,,https://api.spotify.com/v1/tracks/3oVSsJXNADnYAnZWiEWFJH,0.623
857.000,Green Mountain State,0.351,0.693,274632,0.367,0c7iF5fSBYxCuwsAv2z4iI,2.90E-05,3.000,0.111,-11.66,1.000,0.0323,129.879,,https://api.spotify.com/v1/tracks/0c7iF5fSBYxCuwsAv2z4iI,0.286
858.000,Down With You,0.0808,0.783,210051,0.606,47Axm1bTbEbOvkXpzOv5ZQ,0,0.000,0.0648,-5.742,1.000,0.0629,77.511,,https://api.spotify.com/v1/tracks/47Axm1bTbEbOvkXpzOv5ZQ,0.883
859.000,Shine,0.276,0.854,194421,0.732,4X0JEpL31G8J9CxrNRrIFG,1.95E-06,7.000,0.56,-6.811,1.000,0.0349,119.093,,https://api.spotify.com/v1/tracks/4X0JEpL31G8J9CxrNRrIFG,0.55
860.000,Where's The Love,0.446,0.622,239853,0.702,1XShVicocgCeGOxDAtHSAN,0,9.000,0.101,-5.391,1.000,0.0524,78.513,,https://api.spotify.com/v1/tracks/1XShVicocgCeGOxDAtHSAN,0.611
861.000,I Found You,0.0279,0.712,345484,0.512,3aiwhWDFF1f9EHia0UtM2F,0.00061,2.000,0.342,-8.36,1.000,0.0344,123.937,,https://api.spotify.com/v1/tracks/3aiwhWDFF1f9EHia0UtM2F,0.404
862.000,Something to Believe In,0.0398,0.66,221933,0.877,5HArgIAtPsyx9eCCGmrxqs,0.00894,5.000,0.0821,-7.04,1.000,0.0507,155.918,,https://api.spotify.com/v1/tracks/5HArgIAtPsyx9eCCGmrxqs,0.9
863.000,Wake Up,0.117,0.895,287613,0.52,5iQCD42G5pGwBc6crVaHnq,0,11.000,0.15,-9.451,0.000,0.0507,127.966,,https://api.spotify.com/v1/tracks/5iQCD42G5pGwBc6crVaHnq,0.599
864.000,Beach In Hawaii,0.211,0.807,220413,0.458,1ZPsdTkzhDeHjA5c2Rnt2I,9.01E-06,9.000,0.0839,-9.594,0.000,0.0361,100.959,,https://api.spotify.com/v1/tracks/1ZPsdTkzhDeHjA5c2Rnt2I,0.874
865.000,Good Vibes,0.174,0.732,212153,0.727,4wrSKFdEWaTPtO6jNmmsQo,0,6.000,0.12,-6.877,1.000,0.111,151.594,,https://api.spotify.com/v1/tracks/4wrSKFdEWaTPtO6jNmmsQo,0.831
866.000,"Wonderful World, Beautiful People - Single Version",0.0073,0.781,193480,0.491,4GEz5ZGMPcX9OZ5ta0v85e,0,2.000,0.0631,-11.279,1.000,0.0278,105.816,,https://api.spotify.com/v1/tracks/4GEz5ZGMPcX9OZ5ta0v85e,0.854
867.000,Love & Reggae,0.0333,0.746,218106,0.606,3UTQ0kUGjyW0ARltuyNO78,0,9.000,0.0603,-4.724,0.000,0.102,77.964,,https://api.spotify.com/v1/tracks/3UTQ0kUGjyW0ARltuyNO78,0.707
868.000,Burn One Down,0.573,0.857,211627,0.404,2QzMJkYUhThZxM94ahgOzN,0.73,5.000,0.0958,-10.669,1.000,0.0444,105.068,,https://api.spotify.com/v1/tracks/2QzMJkYUhThZxM94ahgOzN,0.302
869.000,Bad News,0.0744,0.664,228143,0.76,1daLygfXqxcRp5qEEzkhTg,0,4.000,0.126,-4.702,0.000,0.0894,147.964,,https://api.spotify.com/v1/tracks/1daLygfXqxcRp5qEEzkhTg,0.521
870.000,I Got You,0.622,0.898,179347,0.404,5WjDmjD39LsFCRRALhorjd,1.59E-05,11.000,0.0899,-6.541,1.000,0.0386,98.081,,https://api.spotify.com/v1/tracks/5WjDmjD39LsFCRRALhorjd,0.518
871.000,Buy U a Drank (Shawty Snappin'),0.0108,0.451,227960,0.55,2aIdVb8v9KTpEZnftkz2mD,0,1.000,0.0737,-8.137,1.000,0.262,80.001,,https://api.spotify.com/v1/tracks/2aIdVb8v9KTpEZnftkz2mD,0.594
872.000,Promiscuous,0.0536,0.807,242373,0.97,3SwlakM6VX47IwG0Wll5ek,6.60E-05,10.000,0.149,-6.056,0.000,0.0477,114.297,,https://api.spotify.com/v1/tracks/3SwlakM6VX47IwG0Wll5ek,0.876
873.000,In Da Club,0.283,0.865,193467,0.73,4RY96Asd9IefaL3X4LOLZ8,0,6.000,0.0753,-2.813,0.000,0.373,90.096,,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,0.808
874.000,It Wasn't Me,0.0503,0.852,227547,0.604,0OaunKfsxkgBvPv68jBbmm,0,0.000,0.327,-4.569,1.000,0.0642,94.762,,https://api.spotify.com/v1/tracks/0OaunKfsxkgBvPv68jBbmm,0.667
875.000,Temperature,0.106,0.951,218573,0.6,0k2GOhqsrxDTAbFFSdNJjT,0,0.000,0.0712,-4.675,0.000,0.0685,125.04,,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,0.822
876.000,Me & U,0.352,0.803,192213,0.454,7k6IzwMGpxnRghE7YosnXT,0,8.000,0.0655,-4.802,0.000,0.0294,99.99,,https://api.spotify.com/v1/tracks/7k6IzwMGpxnRghE7YosnXT,0.739
877.000,Candy Shop,0.0305,0.609,208533,0.588,2mpFm3f7QmdsVtSAIICEB7,0.000142,7.000,0.369,-7.992,1.000,0.481,128.763,,https://api.spotify.com/v1/tracks/2mpFm3f7QmdsVtSAIICEB7,0.797
878.000,Pony,0.0068,0.545,324800,0.647,5FR54UnizyI8pE5E9Zb0Dt,0.000904,8.000,0.503,-8.079,0.000,0.284,142.026,,https://api.spotify.com/v1/tracks/5FR54UnizyI8pE5E9Zb0Dt,0.957
879.000,Smack That,0.292,0.937,212360,0.738,2kQuhkFX7uSVepCD3h29g5,0,5.000,0.106,-5.301,0.000,0.0478,118.994,,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,0.911
880.000,Hot In Herre,0.218,0.965,228227,0.736,04KTF78FFg8sOHC1BADqbY,0,9.000,0.0595,-5.005,0.000,0.144,107.07,,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,0.921
881.000,Drop It Like It's Hot,0.169,0.892,266067,0.628,6HHytHLXLX8QfWTtGfFSvH,0,1.000,0.102,-3.832,1.000,0.216,92.063,,https://api.spotify.com/v1/tracks/6HHytHLXLX8QfWTtGfFSvH,0.676
882.000,Still D.R.E.,0.177,0.821,270587,0.774,503OTo2dSqe7qk76rgsbep,0.000676,11.000,0.0577,-3.418,1.000,0.235,93.425,,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,0.547
883.000,Waterfalls,0.311,0.77,279507,0.505,6qspW4YKycviDFjHBOaqUY,7.40E-05,1.000,0.0777,-7.345,1.000,0.0828,171.798,,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,0.757
884.000,Who's That Girl?,0.0158,0.782,282067,0.861,5hALSggfcyvBNLUHY8pvZd,0.000532,3.000,0.0675,-3.813,0.000,0.181,96.458,,https://api.spotify.com/v1/tracks/5hALSggfcyvBNLUHY8pvZd,0.518
885.000,No Diggity,0.303,0.868,304600,0.646,6MdqqkQ8sSC0WB4i8PyRuQ,0,1.000,0.284,-4.674,0.000,0.288,88.641,,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,0.67
886.000,Where My Girls At,0.0334,0.701,166693,0.73,2Nzm9dtlzWHrYtbAt53NV8,0.0161,6.000,0.232,-7.45,1.000,0.0486,92.185,,https://api.spotify.com/v1/tracks/2Nzm9dtlzWHrYtbAt53NV8,0.765
887.000,Ridin',0.181,0.788,302000,0.808,3kZoay4ANo86ehb6s4RwS9,0,8.000,0.517,-4.77,0.000,0.101,143.04,,https://api.spotify.com/v1/tracks/3kZoay4ANo86ehb6s4RwS9,0.844
888.000,Get Ur Freak On,0.533,0.797,211120,0.75,6zsk6uF3MxfIeHPlubKBvR,0.108,0.000,0.095,-9.369,1.000,0.247,177.87,,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,0.74
889.000,Into You (feat. Ashanti),0.179,0.726,274333,0.568,4b5aJdOgxps6z0dPe6wCHF,0,7.000,0.0488,-8.358,0.000,0.0298,91.906,,https://api.spotify.com/v1/tracks/4b5aJdOgxps6z0dPe6wCHF,0.631
890.000,Crank That (Soulja Boy),0.511,0.732,221933,0.724,66TRwr5uJwPt15mfFkzhbi,0,0.000,0.0491,-2.104,1.000,0.101,140.13,,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,0.808
891.000,Move Ya Body,0.0234,0.876,232000,0.71,2ndnVdR8si7CW9T8vJRHyW,0.000161,11.000,0.0573,-6.446,0.000,0.0446,121.072,,https://api.spotify.com/v1/tracks/2ndnVdR8si7CW9T8vJRHyW,0.828
892.000,Milkshake,0.00933,0.887,182813,0.774,4LmzPJDil70LpiApWfOI6O,0.0213,1.000,0.159,-6.108,1.000,0.0434,113,,https://api.spotify.com/v1/tracks/4LmzPJDil70LpiApWfOI6O,0.826
893.000,What's Luv? (feat. Ja-Rule & Ashanti),0.0219,0.835,267093,0.707,2mKouqwAIdQnMP43zxR89r,2.19E-05,8.000,0.108,-5.074,1.000,0.0598,93.955,,https://api.spotify.com/v1/tracks/2mKouqwAIdQnMP43zxR89r,0.919
894.000,Rock Your Body,0.202,0.891,267267,0.714,1AWQoqb9bSvzTjaLralEkT,0.000234,4.000,0.0521,-6.055,0.000,0.14,100.972,,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,0.818
895.000,California Love - Original Version,0.0292,0.761,284480,0.847,3djNBlI7xOggg7pnsOLaNm,2.26E-06,7.000,0.39,-3.068,1.000,0.0417,91.519,,https://api.spotify.com/v1/tracks/3djNBlI7xOggg7pnsOLaNm,0.765
896.000,Survivor,0.0559,0.514,254027,0.911,2Mpj1Ul5OFPyyP4wB62Rvi,0,1.000,0.775,-2.027,0.000,0.41,161.109,,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,0.619
897.000,Run It!,0.0246,0.85,229867,0.482,6SPD3JwwRejBhCDiQAQ4he,0,1.000,0.387,-6.684,0.000,0.102,100.957,,https://api.spotify.com/v1/tracks/6SPD3JwwRejBhCDiQAQ4he,0.217
898.000,Pon de Replay,0.000155,0.779,246960,0.64,4TsmezEQVSZNNPv5RJ65Ov,0.00077,7.000,0.101,-8.415,1.000,0.159,99.019,,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,0.498
899.000,Mo Money Mo Problems (feat. Mase & Puff Daddy),0.0271,0.857,253133,0.867,3kG2YgxjYnnPBlo7H08Xt3,0,6.000,0.128,-4.952,0.000,0.0635,104.382,,https://api.spotify.com/v1/tracks/3kG2YgxjYnnPBlo7H08Xt3,0.918
900.000,Ms. New Booty,0.016,0.64,252653,0.62,0k6HUzaRHpQ3eEWr1C7Esh,0,1.000,0.0831,-5.931,1.000,0.416,129.37,,https://api.spotify.com/v1/tracks/0k6HUzaRHpQ3eEWr1C7Esh,0.609
901.000,Crazy In Love,0.00249,0.646,236133,0.77,5IVuqXILoxVWvWEPm82Jxr,0,2.000,0.0715,-6.596,0.000,0.226,99.165,,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,0.681
902.000,Hey Ma,0.0306,0.722,232533,0.667,0Uhnzk5zI46IRlQ04LNOtc,6.02E-06,8.000,0.0856,-5.737,1.000,0.406,180.627,,https://api.spotify.com/v1/tracks/0Uhnzk5zI46IRlQ04LNOtc,0.915
903.000,All Falls Down,0.184,0.643,223507,0.717,2cYZpcIV39X48RnOFM7w2V,0,8.000,0.152,-4.876,0.000,0.506,90.893,,https://api.spotify.com/v1/tracks/2cYZpcIV39X48RnOFM7w2V,0.46
904.000,Freek-A-Leek,0.0744,0.756,235187,0.691,4MeDnO5yA2Zi6IMlVApRci,0,2.000,0.364,-3.718,1.000,0.178,104.999,,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,0.632
905.000,Let Me Blow Ya Mind,0.243,0.909,229933,0.539,3RmKpob8xzv1pzHEQrMJah,0,8.000,0.0674,-4.278,0.000,0.116,90.038,,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,0.869
906.000,All I Do Is Win,0.0104,0.549,227293,0.791,6u5M4jPpYkoRV4vVHDQvkd,0,10.000,0.444,-3.535,1.000,0.133,150.094,,https://api.spotify.com/v1/tracks/6u5M4jPpYkoRV4vVHDQvkd,0.293
907.000,Tipsy - Radio Mix,0.0484,0.925,243027,0.748,2lVDc57IMK6nypg2iuEWVR,0,11.000,0.101,-5.572,0.000,0.278,92.978,,https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR,0.615
908.000,Get Busy,0.615,0.735,211666,0.824,7C86DVl6REN8VPeGEMOf9q,0,10.000,0.158,-4.143,0.000,0.036,100.202,,https://api.spotify.com/v1/tracks/7C86DVl6REN8VPeGEMOf9q,0.726
909.000,The Next Episode,0.0279,0.916,161507,0.906,4LwU4Vp6od3Sb08CsP99GC,0,3.000,0.0803,-2.494,0.000,0.195,95.3,,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,0.291
910.000,The Way You Move (feat. Sleepy Brown) - Club Mix,0.126,0.871,234000,0.597,5z7mYFfhw6N6f23VwrokJD,0.000115,5.000,0.0638,-4.932,0.000,0.0464,125.999,,https://api.spotify.com/v1/tracks/5z7mYFfhw6N6f23VwrokJD,0.635
