row,id,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href
3385,4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),0.0114,0.901,127947,0.522,0,D,0.259,-8.304,Major,0.33,104.053,,0.329,https://api.spotify.com/v1/tracks/4S8d14HvHb70ImctNgVzQQ
3386,5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),0.0236,0.884,232959,0.559,0,C,0.101,-7.442,Major,0.12,97.994,,0.342,https://api.spotify.com/v1/tracks/5IaHrVsrferBYDm0bDyABy
3387,2Ynj5Hlnnnsqnxc6PuQY2o,Lil Bebe - Remix,0.0472,0.856,174693,0.485,0,F,0.108,-5.519,Minor,0.0591,136.019,,0.0978,https://api.spotify.com/v1/tracks/2Ynj5Hlnnnsqnxc6PuQY2o
3388,2GGMabyHXnJmjY6CXhhB2e,Money,0.00534,0.95,183527,0.59,0,G#,0.11,-6.508,Minor,0.29,130.003,,0.219,https://api.spotify.com/v1/tracks/2GGMabyHXnJmjY6CXhhB2e
3389,3On0xk67ckVLs1qEpTF8mY,Bring It Back,0.00167,0.762,165000,0.904,0.841,F,0.436,-4.064,Major,0.0862,127.962,,0.518,https://api.spotify.com/v1/tracks/3On0xk67ckVLs1qEpTF8mY
3390,2sifRHahNmhTR7a3BjKc9u,Timebomb Zone,0.000328,0.524,204915,0.898,0.796,G,0.102,-6.543,Major,0.0409,130.016,,0.229,https://api.spotify.com/v1/tracks/2sifRHahNmhTR7a3BjKc9u
3391,1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,0.00212,0.613,202467,0.919,0.000584,E,0.104,-4.314,Minor,0.081,130.937,,0.586,https://api.spotify.com/v1/tracks/1cqWEQ6TRfYr3SBNh7Ni2w
3392,6vAQtUlYrzolE6SS9QCTs5,All Out Life,0.000683,0.499,340132,0.97,0.136,C,0.0871,-2.838,Major,0.116,106.558,,0.0506,https://api.spotify.com/v1/tracks/6vAQtUlYrzolE6SS9QCTs5
3393,2czHmNpQcywFsmp4YqfMNS,Ballin With a Check,0.519,0.544,169545,0.709,0,C#,0.196,-6.324,Major,0.429,96.763,,0.329,https://api.spotify.com/v1/tracks/2czHmNpQcywFsmp4YqfMNS
3394,1jQvUmf16VE9WQCPuK2e8K,STOOPID,0.13,0.733,152000,0.63,0,B,0.162,-4.296,Major,0.395,149.989,,0.832,https://api.spotify.com/v1/tracks/1jQvUmf16VE9WQCPuK2e8K
3395,5QgQeBU5kzNL93xWBfAoj6,Hammer Time,0.0486,0.788,214120,0.518,0,C#,0.112,-5.837,Major,0.154,152,,0.243,https://api.spotify.com/v1/tracks/5QgQeBU5kzNL93xWBfAoj6
3396,04MLEeAMuV9IlHEsD8vF6A,No Stylist,0.0215,0.765,192172,0.704,0,F,0.227,-4.589,Minor,0.127,147.055,,0.498,https://api.spotify.com/v1/tracks/04MLEeAMuV9IlHEsD8vF6A
3397,0mUP2phCdsDKpaCBAFXdjJ,Disrespectful,0.0213,0.711,202752,0.548,6.35E-05,C#,0.12,-8.176,Major,0.0689,152.029,,0.138,https://api.spotify.com/v1/tracks/0mUP2phCdsDKpaCBAFXdjJ
3398,2zeMc8pgpR1HRgMVCDUPYq,MVP - NGHTMRE Remix,0.0289,0.625,166667,0.853,0,G#,0.321,-5.709,Minor,0.119,144.023,,0.352,https://api.spotify.com/v1/tracks/2zeMc8pgpR1HRgMVCDUPYq
3399,3fnzyYG5Js7dOHUD2GyWnK,Domino,0.043,0.776,187034,0.85,0.000742,C#,0.0997,-1.248,Major,0.396,145.036,,0.633,https://api.spotify.com/v1/tracks/3fnzyYG5Js7dOHUD2GyWnK
3400,5tVq0uMGkUz5ld3AX3xdnS,Teller,0.0265,0.797,135915,0.433,0.0931,C,0.129,-10.701,Minor,0.345,140.09,,0.08,https://api.spotify.com/v1/tracks/5tVq0uMGkUz5ld3AX3xdnS
3401,23dwrzeJtEEGl2U4CPWSor,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",0.17,0.545,131674,0.975,0,A#,0.145,-3.193,Minor,0.454,123.906,,0.609,https://api.spotify.com/v1/tracks/23dwrzeJtEEGl2U4CPWSor
3402,39Bq9cOTO0H8M6P9iKLVdq,DrIP DrIp Drip (feat. Meek Mill),0.162,0.71,230440,0.814,0,A#,0.16,-4.575,Major,0.0561,155.02,,0.714,https://api.spotify.com/v1/tracks/39Bq9cOTO0H8M6P9iKLVdq
3403,4MAsYGSgxsaj73dC2lvFC4,WORKIN ME,0.205,0.792,169657,0.657,4.10E-06,G#,0.196,-4.245,Major,0.191,169.969,,0.228,https://api.spotify.com/v1/tracks/4MAsYGSgxsaj73dC2lvFC4
3404,7xV2KiZcW7oUCUyYWzrxnC,Immigrant,0.556,0.698,232853,0.835,0,C#,0.209,-4.847,Minor,0.414,89.11,,0.646,https://api.spotify.com/v1/tracks/7xV2KiZcW7oUCUyYWzrxnC
3405,7poA10I15kvSUH6m44fQkS,Last Resort - The Rework,0.000944,0.551,288000,0.962,0.000174,B,0.138,-3.856,Minor,0.237,155.104,,0.512,https://api.spotify.com/v1/tracks/7poA10I15kvSUH6m44fQkS
3406,7LZNlFc0NH8RQBHUjYOW3n,Welcome to the Party (feat. Zhavia Ward) - Valentino Khan Remix,0.12,0.702,165173,0.788,0,F,0.171,-1.455,Minor,0.251,163.903,,0.645,https://api.spotify.com/v1/tracks/7LZNlFc0NH8RQBHUjYOW3n
3407,1ZTyB3zva8PmFvv9QhJvre,Make Some Noise (feat. Mc Stik-E),0.00539,0.896,168439,0.812,0.017,C#,0.0222,-4.498,Major,0.102,130.014,,0.476,https://api.spotify.com/v1/tracks/1ZTyB3zva8PmFvv9QhJvre
3408,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,0.00552,0.496,262333,0.682,2.94E-05,G#,0.0589,-4.095,Major,0.0294,167.06,4,0.474,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd
3409,6LCEyZZHFF4ebF1Mike1s5,Not Ready to Make Nice,0.134,0.425,237296,0.554,8.56E-05,F#,0.0963,-4.145,Major,0.0298,83.917,4,0.288,https://api.spotify.com/v1/tracks/6LCEyZZHFF4ebF1Mike1s5
3410,1L5tZi0izXsi5Kk5OJf4W0,Rehab,0.0473,0.434,213760,0.872,1.83E-06,C,0.396,-2.974,Major,0.0702,71.515,4,0.732,https://api.spotify.com/v1/tracks/1L5tZi0izXsi5Kk5OJf4W0
3411,1m5N9YCZL4BXuSXdYmhRaj,Please Read The Letter,0.224,0.519,353226,0.522,0.342,A,0.165,-8.626,Major,0.0376,144.201,4,0.442,https://api.spotify.com/v1/tracks/1m5N9YCZL4BXuSXdYmhRaj
3412,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,0.00552,0.276,230760,0.715,0.000417,C,0.201,-5.356,Major,0.0432,137.028,4,0.173,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2
3413,1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,0.131,0.729,228293,0.756,0,G#,0.0527,-5.119,Major,0.0294,104.945,4,0.522,https://api.spotify.com/v1/tracks/1CkvWZme3pRgbzaxZnTl5X
3414,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know - feat. Kimbra,0.565,0.857,244973,0.517,0.000195,C,0.102,-6.972,Major,0.0384,129.063,4,0.754,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV
3415,69kOkLUCkxIZYexIgSG8rq,Get Lucky,0.0378,0.81,369626,0.793,1.82E-06,F#,0.072,-9.404,Minor,0.0403,116.049,4,0.863,https://api.spotify.com/v1/tracks/69kOkLUCkxIZYexIgSG8rq
3416,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,0.588,0.418,172723,0.42,6.39E-05,C,0.11,-6.444,Major,0.0414,84.094,4,0.184,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt
3417,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,0.00801,0.856,269666,0.609,8.15E-05,C,0.0344,-7.223,Major,0.0824,114.988,4,0.928,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS
3418,4sPmO7WMQUAf45kwMOtONw,Hello,0.336,0.481,295493,0.451,0,F,0.0872,-6.095,Minor,0.0347,157.966,4,0.289,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw
3419,6b8Be6ljOzmkOmFslEb23P,24K Magic,0.034,0.818,225983,0.803,0,C#,0.153,-4.282,Major,0.0797,106.97,4,0.632,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P
3420,1VuBmEauSZywQVtqbxNqka,Beautiful Day,0.0144,0.537,248066,0.921,0.00479,D,0.382,-6.474,Major,0.0481,136.264,4,0.467,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka
3421,11EX5yhxr9Ihl3IN1asrfK,Need You Now,0.0927,0.587,277573,0.622,0.000636,E,0.2,-5.535,Major,0.0303,107.943,4,0.231,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK
3422,3dskm5fAe8OkBtM9E0VVWx,Almost Like Praying (feat. Artists for Puerto Rico),0.0198,0.471,200457,0.791,0,F,0.232,-3.373,Minor,0.238,188.36,4,0.507,https://api.spotify.com/v1/tracks/3dskm5fAe8OkBtM9E0VVWx
3423,3kxfsdsCpFgN412fpnW85Y,Redbone,0.172,0.745,326933,0.356,0.00943,C#,0.123,-10.425,Major,0.0941,160.033,4,0.607,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y
3424,0VgkVdmE4gld66l8iyGjgx,Mask Off,0.0102,0.833,204600,0.434,0.0219,D,0.165,-8.795,Major,0.431,150.062,4,0.281,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx
3425,12GEpg2XOPyqk03JZEZnJs,It Ainâ€°Ã›Âªt Me (with Selena Gomez),0.119,0.64,220780,0.533,0,C,0.0864,-6.596,Major,0.0706,99.968,4,0.515,https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs
3426,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,0.0232,0.461,261153,0.834,1.14E-05,D,0.14,-4.868,Major,0.0989,135.007,4,0.471,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT
3427,1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),0.501,0.839,209269,0.81,0,F,0.117,-5.274,Minor,0.0568,129.014,4,0.814,https://api.spotify.com/v1/tracks/1f5cbQtDrykjarZVrShaDI
3428,4PzovBqgnSHKd8opsP7IVM,Everyday We Lit (feat. PnB Rock),0.128,0.758,197170,0.646,0,G,0.0778,-4.701,Major,0.112,155.955,4,0.589,https://api.spotify.com/v1/tracks/4PzovBqgnSHKd8opsP7IVM
3429,7i2DJ88J7jQ8K7zqFX2fW8,Now Or Never,0.107,0.67,214801,0.585,1.11E-06,F#,0.131,-4.861,Minor,0.0354,110.03,4,0.447,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8
3430,10M2Ex445zw585Ducldzkw,In Case You Didn't Know,0.386,0.607,224853,0.536,0,A#,0.102,-7.306,Major,0.0305,147.986,4,0.434,https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw
3431,6p8NuHm8uCGnn2Dtbtf7zE,Slippery (feat. Gucci Mane),0.307,0.92,304041,0.674,0,C#,0.104,-5.662,Minor,0.264,141.967,4,0.741,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE
3432,7vu0JkJh0ldukEYbTVcqd0,Issues,0.401,0.728,176320,0.415,0,G#,0.0616,-6.852,Major,0.0639,114.145,4,0.455,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0
3433,0pSBuHjILhNEo55xK1zrRt,Rolex,0.0837,0.804,238586,0.886,0,C#,0.266,-2.512,Major,0.04,144.946,4,0.789,https://api.spotify.com/v1/tracks/0pSBuHjILhNEo55xK1zrRt
3434,7BKLCZ1jbUBVqRi2FVlTVw,Closer,0.414,0.748,244960,0.524,0,G#,0.111,-5.599,Major,0.0338,95.01,4,0.661,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw
3435,5OUSPcqhYTOzpbXzoEvKim,The Fighter,0.0304,0.681,184040,0.845,0,B,0.197,-5.147,Minor,0.0525,132.023,4,0.761,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim
3436,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,343150,0.665,0,B,0.123,-5.313,Major,0.244,127.076,4,0.175,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR
3437,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),0.378,0.746,253106,0.653,0,G,0.229,-6.745,Major,0.289,75.016,4,0.672,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL
3438,6xHI9KjUjYT0FPtGO8Mxa1,Hurricane,0.0153,0.464,222533,0.813,0,A#,0.254,-6.185,Major,0.0416,75.975,4,0.516,https://api.spotify.com/v1/tracks/6xHI9KjUjYT0FPtGO8Mxa1
3439,6gpcs5eMhJwax4mIfKDYQk,Slide,0.498,0.736,230813,0.795,1.21E-06,C#,0.254,-3.299,Minor,0.0545,104.066,4,0.511,https://api.spotify.com/v1/tracks/6gpcs5eMhJwax4mIfKDYQk
3440,6gBFPUFcJLzWGx4lenP6h2,goosebumps,0.0847,0.841,243836,0.728,0,G,0.149,-3.37,Major,0.0484,130.049,4,0.43,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2
3441,7KOlJ92bu51cltsD9KU5I7,T-Shirt,0.242,0.865,242407,0.687,0,A#,0.158,-3.744,Minor,0.217,139.023,4,0.486,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7
3442,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,0.0285,0.573,230226,0.739,0,C,0.111,-5.74,Major,0.129,97.085,4,0.451,https://api.spotify.com/v1/tracks/0prNGof3XqfTvNDxHonvdK
3443,6mapJIPnQ23RTAevUoE0DL,Swang,0.2,0.681,208120,0.314,9.82E-06,G#,0.1,-9.319,Major,0.0581,139.992,4,0.166,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL
3444,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),0.406,0.72,251088,0.763,0,A,0.18,-4.068,Minor,0.0523,101.965,4,0.742,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW
3445,0H8XeaJunhvpBdBFIYi6Sh,Deja Vu,0.0931,0.62,234213,0.69,0,G,0.131,-6.508,Major,0.0493,133.935,4,0.331,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh
3446,5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),0.119,0.85,190311,0.405,0.000118,G,0.0707,-7.509,Minor,0.225,139.976,4,0.344,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux
3447,0SGkqnVQo9KPytSri1H6cF,Bounce Back,0.105,0.77,222360,0.567,0,D,0.125,-5.698,Major,0.175,81.477,4,0.26,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF
3448,2y5aJvzXhHPA94U5GFAcXe,"I Donâ€°Ã›Âªt Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.0578,0.737,245653,0.452,1.48E-05,C,0.187,-8.366,Major,0.0534,117.962,4,0.096,https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe
3449,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,0.426,0.773,269186,0.819,0,C,0.0679,-5.946,Minor,0.118,92.99,4,0.585,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV
3450,2aksifNn5ph8igDOkPBA02,Love On The Brain,0.0717,0.509,224000,0.637,1.08E-05,E,0.0789,-4.83,Minor,0.0471,172.006,3,0.378,https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02
3451,1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0106,0.669,237546,0.832,0,C,0.0968,-5.72,Major,0.0682,113.035,4,0.7,https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI
3452,2VIPU72L6tIR4w8J8ap6Kp,Mercy,0.84,0.638,217120,0.367,0,E,0.0999,-7.906,Major,0.0266,71.957,4,0.219,https://api.spotify.com/v1/tracks/2VIPU72L6tIR4w8J8ap6Kp
3453,343YBumqHu19cGoGARUTsd,Fake Love,0.108,0.927,210937,0.488,0,A,0.196,-9.433,Minor,0.42,133.987,4,0.605,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd
3454,7MXVkk9YMctZqd1Srtv4MB,Starboy,0.141,0.678,230453,0.588,6.35E-06,G,0.137,-7.015,Major,0.276,186.005,4,0.486,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB
3455,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),0.214,0.697,239293,0.691,0,D,0.185,-4.757,Major,0.146,137.853,4,0.305,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj
3456,7dZ1Odmx9jWIweQSatnRqo,Million Reasons,0.437,0.665,205280,0.424,0,C,0.107,-7.838,Major,0.0444,129.911,4,0.134,https://api.spotify.com/v1/tracks/7dZ1Odmx9jWIweQSatnRqo
3457,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,0.0189,0.596,240426,0.838,1.54E-05,F,0.108,-6.52,Minor,0.0704,94.982,4,0.472,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y
3458,6fujklziTHa8uoM5OQSfIo,Black Beatles,0.142,0.794,291893,0.632,0,C,0.128,-6.163,Major,0.0649,145.926,4,0.355,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo
3459,5hTpBe8h35rJ67eAWHQsJx,Caroline,0.17,0.941,209640,0.335,0,F,0.262,-10.179,Minor,0.505,120.041,4,0.707,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx
3460,6i0V12jOa3mr6uu4WYhUBr,Heathens,0.0841,0.732,195920,0.396,3.58E-05,E,0.105,-9.348,Minor,0.0286,90.024,4,0.548,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr
3461,0SuLAslEMFZAXf0SwY7syi,All Time Low,0.0508,0.584,217603,0.569,0,C,0.0924,-4.259,Major,0.166,89.779,4,0.501,https://api.spotify.com/v1/tracks/0SuLAslEMFZAXf0SwY7syi
3462,1pKeFVVUOPjFsOABub0OaV,Side To Side,0.0513,0.65,226160,0.736,0,F#,0.235,-5.84,Minor,0.229,159.174,4,0.612,https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV
3463,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,0.106,0.444,187973,0.819,0,A#,0.107,-4.078,Minor,0.341,82.695,4,0.747,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd
3464,0qy5D3OJre7SPJNMOL9I71,Broccoli,0.236,0.886,225205,0.525,0,G#,0.057,-7.39,Major,0.132,145.99,4,0.708,https://api.spotify.com/v1/tracks/0qy5D3OJre7SPJNMOL9I71
3465,0qvzXomUDJVaUboy2wMfiS,This Town,0.72,0.678,232852,0.401,0,F#,0.118,-8.408,Minor,0.0312,111.855,4,0.194,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS
3466,1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),0.00381,0.807,144244,0.887,0,C#,0.391,-3.892,Major,0.275,160.517,4,0.78,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd
3467,4Ce37cRWvM1vIGGynKcs22,Starving,0.378,0.729,181880,0.615,0,E,0.105,-4.238,Major,0.0647,99.989,4,0.508,https://api.spotify.com/v1/tracks/4Ce37cRWvM1vIGGynKcs22
3468,3S4px9f4lceWdKf0gWciFu,Cheap Thrills,0.0472,0.628,211666,0.698,0.00143,F#,0.0907,-5.608,Minor,0.105,89.976,4,0.732,https://api.spotify.com/v1/tracks/3S4px9f4lceWdKf0gWciFu
3469,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,0.157,0.532,208373,0.869,0.00508,B,0.136,-5.094,Major,0.172,159.803,4,0.422,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK
3470,6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,0.606,0.686,230600,0.417,1.79E-06,G,0.0844,-7.787,Major,0.0363,82.407,3,0.451,https://api.spotify.com/v1/tracks/6wycnu8FWXsj68ig7BEot9
3471,5uDASfU19gDxSjW8cnCaBp,Chill Bill,0.0312,0.886,177184,0.427,0.00099,F#,0.0906,-10.028,Major,0.145,108.034,4,0.23,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp
3472,7zsXy7vlHdItvUSH8EwQss,Cold Water,0.055,0.602,185360,0.797,0,F#,0.187,-5.084,Minor,0.0534,92.928,4,0.492,https://api.spotify.com/v1/tracks/7zsXy7vlHdItvUSH8EwQss
3473,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,0.109,0.501,195706,0.519,0,E,0.454,-5.88,Minor,0.0409,133.99,4,0.168,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S
3474,2ANLarE8yHVsLWW21nj79M,You Was Right,0.069,0.843,163944,0.359,0,C,0.12,-7.417,Major,0.461,81.987,4,0.156,https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M
3475,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",0.687,0.492,251033,0.275,0,F#,0.101,-13.4,Minor,0.3,92.6,4,0.18,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe
3476,0D21XvHcVsIvJM6FcGY2BT,OOOUUU,0.533,0.64,234525,0.819,0,G,0.156,-4.108,Major,0.455,166.012,4,0.623,https://api.spotify.com/v1/tracks/0D21XvHcVsIvJM6FcGY2BT
3477,5oyUurs28XRagLa8lgm6V3,Too Much Sauce,0.0496,0.96,223093,0.547,0,F#,0.216,-6.992,Minor,0.0786,121.01,4,0.186,https://api.spotify.com/v1/tracks/5oyUurs28XRagLa8lgm6V3
3478,7lGKEWMXVWWTt3X71Bv44I,Unsteady,0.178,0.389,193546,0.665,0.000732,C,0.116,-6.169,Major,0.0644,117.055,4,0.199,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I
3479,4z8sz6E4YyFuEkv5o7IJni,"Mary, Did You Know?",0.302,0.497,203373,0.312,0,B,0.0968,-9.088,Minor,0.0269,105.036,4,0.177,https://api.spotify.com/v1/tracks/4z8sz6E4YyFuEkv5o7IJni
3480,0HtOJj7Kl74s1Ngf3MWeif,She's Mine Pt. 1,0.776,0.435,209080,0.202,0.0976,D,0.245,-15.097,Major,0.0702,139.574,4,0.0429,https://api.spotify.com/v1/tracks/0HtOJj7Kl74s1Ngf3MWeif
3481,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,0.11,0.671,191600,0.314,0,F,0.0825,-8.091,Minor,0.244,110.898,4,0.296,https://api.spotify.com/v1/tracks/1Tt4sE4pXi57mTD1GCzsqm
3482,1zi7xx7UVEFkmKfv06H8x0,One Dance,0.00842,0.796,173986,0.61,0.00286,C#,0.351,-5.857,Major,0.0516,103.99,4,0.391,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0
3483,2Z8WuEywRWYTKe1NybPQEW,Ride,0.00835,0.645,214506,0.713,0,F#,0.113,-5.355,Major,0.0393,74.989,4,0.566,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW
3484,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,0.199,0.63,222160,0.928,0.124,A,0.148,-2.787,Minor,0.0331,123.963,4,0.465,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y
3485,275a9yzwGB6ncAW4SxY7q3,Panda,0.0235,0.72,247866,0.748,0,A#,0.369,-5.522,Minor,0.393,145.22,4,0.246,https://api.spotify.com/v1/tracks/275a9yzwGB6ncAW4SxY7q3
3486,4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,243490,0.786,0,A,0.65,-4.378,Minor,0.317,169.021,4,0.739,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB
3487,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),0.156,0.652,304606,0.795,0,B,0.123,-5.192,Minor,0.174,135.018,4,0.788,https://api.spotify.com/v1/tracks/0v9Wz8o0BT8DU38R4ddjeH
3488,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),0.0415,0.69,223080,0.524,3.16E-06,F#,0.17,-8.39,Minor,0.103,164.023,4,0.562,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb
3489,37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),0.621,0.728,217706,0.563,0,C#,0.179,-8.053,Minor,0.134,100.017,4,0.352,https://api.spotify.com/v1/tracks/37FXw5QGFN7uwwsLy8uAc0
3490,0EGuSSpuu9wmHCtvb4PdLO,"Sit Still, Look Pretty",0.141,0.657,202221,0.739,0,D,0.178,-4.081,Major,0.274,181.994,4,0.543,https://api.spotify.com/v1/tracks/0EGuSSpuu9wmHCtvb4PdLO
3491,3RiPr603aXAoi4GHyXx0uy,Hymn For The Weekend,0.255,0.49,258826,0.743,7.21E-06,C,0.3,-5.155,Minor,0.0409,89.974,4,0.363,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy
3492,4CpKEkdGbOJV51cSvx7SoG,Controlla,0.0962,0.747,245226,0.477,0,A#,0.114,-11.062,Minor,0.276,93.44,4,0.321,https://api.spotify.com/v1/tracks/4CpKEkdGbOJV51cSvx7SoG
3493,2meEiZKWkiN28gITzFwQo5,Into You,0.0162,0.623,244453,0.734,1.90E-06,A,0.145,-5.95,Major,0.107,107.853,4,0.372,https://api.spotify.com/v1/tracks/2meEiZKWkiN28gITzFwQo5
3494,4JDZl9nKIAhAhDjw753u4X,For Free,0.0173,0.916,183695,0.571,1.11E-06,A#,0.153,-8.241,Minor,0.2,103.521,4,0.498,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X
3495,4tCtwWceOPWzenK2HAIJSb,Work from Home,0.103,0.803,214480,0.585,3.94E-06,G#,0.0644,-5.861,Major,0.0432,105.017,4,0.593,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb
3496,7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0.0114,0.632,215413,0.701,0,G,0.108,-5.921,Major,0.146,162.958,4,0.497,https://api.spotify.com/v1/tracks/7K5dzhGda2vRTaAWYI3hrb
3497,7EiZI6JVHllARrX9PUvAdX,Low Life,0.337,0.722,313546,0.331,0.283,G#,0.146,-7.789,Major,0.0725,143.974,4,0.102,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX
