,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
"Save All That Love (feat. Mozzy, Mistah F.A.B. & Nef The Pharaoh)",2hCsQb0CB2zk6L4tFzX0vQ,0.049,0.661,212451,0.916,0.0,0,0.0997,-6.032,0,0.248,95.989,0.776,https://api.spotify.com/v1/tracks/2hCsQb0CB2zk6L4tFzX0vQ
Praise The Lord (Da Shine),7ycWLEP1GsNjVvcjawXz3z,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152,0,0.136,80.02,0.294,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z
Neat,4Mqc5mST2WfkJvBbOhh5tp,0.109,0.858,211013,0.8,0.0,11,0.224,-4.617,0,0.262,119.996,0.665,https://api.spotify.com/v1/tracks/4Mqc5mST2WfkJvBbOhh5tp
Envious (feat. Juicy J),6Ya68IPjptq1DYiQsqGpEU,0.00858,0.885,216630,0.735,0.0,11,0.0976,-6.869,0,0.19,150.98,0.892,https://api.spotify.com/v1/tracks/6Ya68IPjptq1DYiQsqGpEU
Who Want The Smoke?,3LR0t8XqZ1FUj6nj01sXN0,0.0732,0.899,198667,0.751,0.0,11,0.127,-4.063,0,0.311,140.029,0.636,https://api.spotify.com/v1/tracks/3LR0t8XqZ1FUj6nj01sXN0
New Patek,0Fpen1PTuEnCmOJtUU9Iud,0.0367,0.85,343099,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,0.718,https://api.spotify.com/v1/tracks/0Fpen1PTuEnCmOJtUU9Iud
Chanel (Go Get It) [feat. Gunna & Lil Baby],0kCBorRrKZkSztd9m0QI3r,0.00183,0.938,201707,0.5,0.0,4,0.077,-10.08,0,0.144,140.011,0.462,https://api.spotify.com/v1/tracks/0kCBorRrKZkSztd9m0QI3r
Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,0.333,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR
Die Young,3wLtYwtqvKK2ewelSVPeDK,0.218,0.688,157657,0.656,0.0,4,0.115,-5.541,0,0.276,160.414,0.365,https://api.spotify.com/v1/tracks/3wLtYwtqvKK2ewelSVPeDK
LOSE IT (feat. Lil Baby),69PkhA9q3xCWU2CzoZnLAu,0.0161,0.962,237655,0.573,0.0,7,0.109,-5.924,1,0.308,125.035,0.728,https://api.spotify.com/v1/tracks/69PkhA9q3xCWU2CzoZnLAu
NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,0.0204,0.731,218284,0.811,0.0,1,0.411,-3.225,1,0.0712,147.045,0.426,https://api.spotify.com/v1/tracks/6OaVWaGfhXn70ZJfdVcabn
I Love,30z4LVkScpeNhwHFIB8Ewa,0.274,0.671,210197,0.565,6.51e-05,11,0.37,-7.401,0,0.16,150.014,0.561,https://api.spotify.com/v1/tracks/30z4LVkScpeNhwHFIB8Ewa
"Only You (feat. WizKid, Offset & J Balvin)",0KPiSFlz5OUCgw7nwvhYWe,0.538,0.732,218627,0.69,9.37e-05,4,0.191,-7.745,0,0.174,117.157,0.636,https://api.spotify.com/v1/tracks/0KPiSFlz5OUCgw7nwvhYWe
MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,0.158,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO
Neighbor (feat. Travis Scott),2iicKPnvOKfbJZJZtuQnjy,0.00908,0.921,162886,0.748,0.0,1,0.0798,-5.093,1,0.13,139.979,0.801,https://api.spotify.com/v1/tracks/2iicKPnvOKfbJZJZtuQnjy
No Budget (feat. Rich The Kid),5TFWHWWHmPKEMcENBBWIj9,0.0249,0.812,201901,0.78,0.000179,6,0.309,-6.227,0,0.0821,147.0,0.875,https://api.spotify.com/v1/tracks/5TFWHWWHmPKEMcENBBWIj9
Say Na (feat. J. Cole),48t1aADyfDbDA3TzxqQHrN,0.0337,0.795,160481,0.845,0.0,1,0.0947,-5.068,1,0.279,159.034,0.427,https://api.spotify.com/v1/tracks/48t1aADyfDbDA3TzxqQHrN
Get Dripped (feat. Playboi Carti),3m2aDCqn8eT5ElXDUiboGU,0.105,0.95,158769,0.489,0.0,8,0.411,-8.411,1,0.462,130.021,0.919,https://api.spotify.com/v1/tracks/3m2aDCqn8eT5ElXDUiboGU
Shake It Up,6yz0Jndhv0QjKdpcEMbOjz,0.128,0.776,116681,0.608,0.0,10,0.0932,-6.478,0,0.104,156.025,0.402,https://api.spotify.com/v1/tracks/6yz0Jndhv0QjKdpcEMbOjz
LLC,7CKR3FcBqSsGcgce0ECe1z,0.0523,0.835,221853,0.756,0.028,10,0.0606,-5.441,0,0.123,153.988,0.809,https://api.spotify.com/v1/tracks/7CKR3FcBqSsGcgce0ECe1z
"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy)",7cg9Dl8Erx5V0fIAHcP0XX,0.0193,0.827,352977,0.623,0.0,4,0.0589,-6.199,0,0.35,131.904,0.357,https://api.spotify.com/v1/tracks/7cg9Dl8Erx5V0fIAHcP0XX
She Gon Wink,5oeKHrUHPT4lUKrDRVlWNp,0.102,0.753,216214,0.736,0.0,1,0.189,-6.157,0,0.0865,140.994,0.272,https://api.spotify.com/v1/tracks/5oeKHrUHPT4lUKrDRVlWNp
Multi Millionaire (feat. Lil Uzi Vert),7q8cy4uoA2itYATsKeXhcq,0.0226,0.856,170959,0.82,0.0,1,0.168,-3.813,1,0.0962,146.009,0.723,https://api.spotify.com/v1/tracks/7q8cy4uoA2itYATsKeXhcq
