,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
House Of The Rising Sun,7BY005dacJkbO6EPiOh2wb,0.000385,0.295,271280,0.584,0.218,9,0.0996,-6.696,0,0.0345,117.2,0.228,https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb
Louie Louie,0iA3xXSkSCiJywKyo1UKjQ,0.102,0.623,165381,0.709,0.0,1,0.0967,-9.818,0,0.0636,122.394,0.948,https://api.spotify.com/v1/tracks/0iA3xXSkSCiJywKyo1UKjQ
I Heard It Through The Grapevine - Single Version (Mono),4tMxTsEPybFSX1dq7BOC4K,0.255,0.735,193493,0.52,0.0,11,0.106,-6.18,1,0.0371,118.441,0.688,https://api.spotify.com/v1/tracks/4tMxTsEPybFSX1dq7BOC4K
Crimson And Clover - Single Version,1vXuYPpkLjn1v06E2EsWQY,0.255,0.412,208667,0.59,0.0325,11,0.177,-12.277,1,0.0701,85.824,0.653,https://api.spotify.com/v1/tracks/1vXuYPpkLjn1v06E2EsWQY
Evil Ways,5tmrnhMxx39jnu3kjopMdP,0.22,0.704,238267,0.528,0.35,5,0.14,-13.382,1,0.0358,117.472,0.73,https://api.spotify.com/v1/tracks/5tmrnhMxx39jnu3kjopMdP
Purple Haze,0wJoRiX5K5BxlqZTolB2LD,0.00876,0.533,170813,0.905,0.578,2,0.0698,-5.27,1,0.0754,108.9,0.486,https://api.spotify.com/v1/tracks/0wJoRiX5K5BxlqZTolB2LD
California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,0.352,0.552,162373,0.616,0.0,1,0.0501,-9.785,0,0.0346,112.442,0.667,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ
Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,0.729,0.483,369600,0.721,0.0,0,0.189,-6.836,1,0.032,95.261,0.562,https://api.spotify.com/v1/tracks/3AhXZa8sUQht0UEdBJgpGc
Suite: Judy Blue Eyes - Remastered,2PuUFT13yCzUOZun94WOXv,0.469,0.451,444053,0.364,0.0,9,0.197,-13.126,1,0.0436,154.206,0.298,https://api.spotify.com/v1/tracks/2PuUFT13yCzUOZun94WOXv
Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,0.135,0.452,229360,0.818,2.72e-05,2,0.052,-8.124,1,0.0439,124.474,0.755,https://api.spotify.com/v1/tracks/5qBqBdfTEIWJwAS0Jm2F5R
I Saw Her Standing There - Remastered 2009,3KiexfmhxHvG5IgAElmTkd,0.27,0.491,173947,0.801,0.0,4,0.0665,-9.835,1,0.0361,160.109,0.971,https://api.spotify.com/v1/tracks/3KiexfmhxHvG5IgAElmTkd
Light My Fire,5uvosCdMlFdTXhoazkTI5R,0.369,0.413,429760,0.725,2.16e-05,3,0.0905,-5.787,0,0.0324,124.618,0.44,https://api.spotify.com/v1/tracks/5uvosCdMlFdTXhoazkTI5R
Pinball Wizard,60C8zGPTdAAmDshHnMuyfc,0.0192,0.537,180943,0.716,0.0,2,0.245,-8.766,1,0.038,122.873,0.452,https://api.spotify.com/v1/tracks/60C8zGPTdAAmDshHnMuyfc
The Sounds of Silence,39CGrUZUozjtjgAASzzB56,0.165,0.436,184880,0.375,0.0,6,0.294,-13.856,1,0.0284,107.386,0.49,https://api.spotify.com/v1/tracks/39CGrUZUozjtjgAASzzB56
Green Onions,4fQMGlCawbTkH9yPPZ49kP,0.767,0.816,176333,0.514,0.949,10,0.0899,-8.741,1,0.0339,136.837,0.912,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP
Sweet Caroline - Single Version,6l7tK5SsMlN8a9ccgeIkpS,0.505,0.556,201800,0.161,4.36e-05,11,0.28,-13.944,1,0.0297,126.534,0.588,https://api.spotify.com/v1/tracks/6l7tK5SsMlN8a9ccgeIkpS
Good Lovin' - Single Version,0XnhQGfqfi5CnZXcONJuI5,0.00206,0.252,150907,0.507,0.00057,2,0.325,-13.337,1,0.0442,196.494,0.816,https://api.spotify.com/v1/tracks/0XnhQGfqfi5CnZXcONJuI5
The Twist,3ohLnESFgYACPMCkoTOzqE,0.202,0.533,153760,0.638,0.0,4,0.0729,-7.13,1,0.0341,156.663,0.937,https://api.spotify.com/v1/tracks/3ohLnESFgYACPMCkoTOzqE
Sunshine Of Your Love,6FRwDxXsvSasw0y2eDArsz,0.475,0.684,250000,0.481,6.57e-05,2,0.118,-12.59,1,0.0384,115.078,0.784,https://api.spotify.com/v1/tracks/6FRwDxXsvSasw0y2eDArsz
Hit the Road Jack,3Q7LXyGZ3SLD0dLztx3j5x,0.714,0.599,120173,0.704,0.0,8,0.521,-8.566,0,0.243,173.043,0.95,https://api.spotify.com/v1/tracks/3Q7LXyGZ3SLD0dLztx3j5x
Proud Mary,6mv76kovZyVB0UHbqUsee0,0.13,0.699,187213,0.641,0.000218,2,0.0601,-7.564,1,0.0289,120.745,0.728,https://api.spotify.com/v1/tracks/6mv76kovZyVB0UHbqUsee0
Dazed And Confused,6hu1f1cXSw7OAqhpSQ2zDy,0.044,0.271,386373,0.553,0.0096,2,0.0999,-9.526,1,0.0472,86.762,0.433,https://api.spotify.com/v1/tracks/6hu1f1cXSw7OAqhpSQ2zDy
Summertime Blues,6iWaf45YIhj0YT8GFGxsw0,0.462,0.456,226907,0.514,0.00037,7,0.268,-9.733,0,0.053,138.377,0.657,https://api.spotify.com/v1/tracks/6iWaf45YIhj0YT8GFGxsw0
I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,0.386,0.49,145747,0.715,0.0,7,0.311,-5.549,1,0.0476,130.726,0.866,https://api.spotify.com/v1/tracks/4pbG9SUmWIvsROVLF0zF9s
Runaround Sue,1DndHckdH9m5rp6gYP086b,0.451,0.364,171600,0.607,0.0,2,0.251,-9.791,1,0.125,79.987,0.598,https://api.spotify.com/v1/tracks/1DndHckdH9m5rp6gYP086b
All Day and All of the Night - 2014 Remastered Version,4rXSVEYOuJNicjAm3NiYK6,0.498,0.551,142480,0.954,0.0,7,0.0884,-2.844,1,0.0814,136.862,0.685,https://api.spotify.com/v1/tracks/4rXSVEYOuJNicjAm3NiYK6
River Deep - Mountain High,44BmNSqH9uZV5OfIjGcER3,0.792,0.36,214880,0.757,0.0125,3,0.147,-6.832,1,0.0405,83.865,0.341,https://api.spotify.com/v1/tracks/44BmNSqH9uZV5OfIjGcER3
Summer in the City - Remastered,7AzFID6u1b3zIWbd9pb8Dk,0.0592,0.423,160307,0.681,0.000177,10,0.0889,-9.756,1,0.0397,110.461,0.559,https://api.spotify.com/v1/tracks/7AzFID6u1b3zIWbd9pb8Dk
Jumpin' Jack Flash - Mono / Remastered,6EHeivP42y1sbDBc13UB9R,0.047,0.6,219467,0.897,0.727,3,0.0672,-7.275,1,0.0477,137.375,0.676,https://api.spotify.com/v1/tracks/6EHeivP42y1sbDBc13UB9R
Foxey Lady,23MrkN7g6Q5U7GLIxNHN1B,0.0751,0.507,198773,0.847,0.237,1,0.372,-5.987,0,0.0411,98.096,0.566,https://api.spotify.com/v1/tracks/23MrkN7g6Q5U7GLIxNHN1B
Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,0.408,0.504,174840,0.578,0.0,4,0.321,-9.302,1,0.031,132.411,0.654,https://api.spotify.com/v1/tracks/4uGIJG1jYFonGc4LGp5uQL
Time Has Come Today,5qA1ZrjjVLh1cL9GZOFdNm,0.0252,0.528,290933,0.514,0.0894,2,0.0725,-11.909,1,0.133,122.872,0.44,https://api.spotify.com/v1/tracks/5qA1ZrjjVLh1cL9GZOFdNm
Heart Full of Soul,0AiuEo7FCxP2y2WTOpLPe5,0.229,0.494,147893,0.666,5.69e-05,9,0.0469,-9.743,0,0.0351,140.832,0.699,https://api.spotify.com/v1/tracks/0AiuEo7FCxP2y2WTOpLPe5
