,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Quarter Past Midnight,1etiUDkISHELzQGMY79ryt,0.275,0.504,201799,0.821,0.0,8,0.0418,-3.356,1,0.0598,155.131,0.458,https://api.spotify.com/v1/tracks/1etiUDkISHELzQGMY79ryt
Replay,164C9bSF4ryqWXI4XgxTE0,0.415,0.776,202520,0.809,0.0,6,0.179,-5.726,0,0.069,100.071,0.582,https://api.spotify.com/v1/tracks/164C9bSF4ryqWXI4XgxTE0
NO EXCUSES,7fCNUWi6uflDTQ08srxMZk,0.0224,0.827,152862,0.658,0.0,6,0.0417,-3.846,1,0.0517,115.016,0.523,https://api.spotify.com/v1/tracks/7fCNUWi6uflDTQ08srxMZk
1950,0CZ8lquoTX2Dkg7Ak2inwA,0.648,0.6,225133,0.535,4.7e-06,4,0.162,-7.043,1,0.107,71.912,0.269,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA
Does It Matter,7FxidSR6IoL3qMRXxFJ8pd,0.0158,0.728,208016,0.756,0.0,10,0.11,-6.167,0,0.0581,126.02,0.292,https://api.spotify.com/v1/tracks/7FxidSR6IoL3qMRXxFJ8pd
Shivers,5yjOhc3JKrznGouRHMagoJ,0.0934,0.838,175333,0.724,1.73e-06,0,0.0522,-3.025,1,0.0754,112.992,0.385,https://api.spotify.com/v1/tracks/5yjOhc3JKrznGouRHMagoJ
Dive With Me,1NldMriIXmMdChqZtHCGbW,0.341,0.68,220433,0.541,1.02e-06,2,0.23,-5.909,1,0.032,97.005,0.447,https://api.spotify.com/v1/tracks/1NldMriIXmMdChqZtHCGbW
Ready To Love You,2gJIL7h1fCpFh6NjCZUJyQ,0.037,0.662,209047,0.772,0.0,0,0.335,-5.131,1,0.0656,103.268,0.414,https://api.spotify.com/v1/tracks/2gJIL7h1fCpFh6NjCZUJyQ
Too Good To Be True,3WKBNbYx32xlJQ0puFCnAJ,0.0991,0.669,201173,0.656,0.0,0,0.268,-7.1,1,0.112,102.062,0.592,https://api.spotify.com/v1/tracks/3WKBNbYx32xlJQ0puFCnAJ
Capital Letters,3towKHKVOXCCcL1fHv6xFO,0.0342,0.672,219387,0.82,6.67e-06,0,0.0921,-5.473,1,0.0767,100.069,0.463,https://api.spotify.com/v1/tracks/3towKHKVOXCCcL1fHv6xFO
Good Vibes,0X8VlQBGnKhWTBpTlgqgSr,0.443,0.604,164947,0.486,0.0,2,0.102,-7.933,1,0.065,149.867,0.593,https://api.spotify.com/v1/tracks/0X8VlQBGnKhWTBpTlgqgSr
