,track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
0,Boulevard of Broken Dreams,0.005520000000000001,0.496,262333,0.682,5GorCbAP4aL0EJ16frG2hd,2.94e-05,8,0.0589,-4.095,1,0.0294,167.06,4,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,0.474
1,Not Ready to Make Nice,0.134,0.425,237296,0.5539999999999999,6LCEyZZHFF4ebF1Mike1s5,8.56e-05,6,0.0963,-4.145,1,0.0298,83.917,4,https://api.spotify.com/v1/tracks/6LCEyZZHFF4ebF1Mike1s5,0.28800000000000003
2,Rehab,0.0473,0.434,213760,0.872,1L5tZi0izXsi5Kk5OJf4W0,1.83e-06,0,0.396,-2.9739999999999998,1,0.0702,71.515,4,https://api.spotify.com/v1/tracks/1L5tZi0izXsi5Kk5OJf4W0,0.732
3,Please Read The Letter,0.22399999999999998,0.519,353226,0.522,1m5N9YCZL4BXuSXdYmhRaj,0.342,9,0.165,-8.626,1,0.0376,144.201,4,https://api.spotify.com/v1/tracks/1m5N9YCZL4BXuSXdYmhRaj,0.442
4,Use Somebody,0.005520000000000001,0.276,230760,0.715,5VGlqQANWDKJFl0MBG3sg2,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,0.17300000000000001
5,Rolling in the Deep,0.131,0.7290000000000001,228293,0.7559999999999999,1CkvWZme3pRgbzaxZnTl5X,0.0,8,0.0527,-5.119,1,0.0294,104.945,4,https://api.spotify.com/v1/tracks/1CkvWZme3pRgbzaxZnTl5X,0.522
6,Somebody That I Used To Know - feat. Kimbra,0.565,0.857,244973,0.517,4wCmqSrbyCgxEXROQE6vtV,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,0.754
7,Get Lucky,0.0378,0.81,369626,0.7929999999999999,69kOkLUCkxIZYexIgSG8rq,1.82e-06,6,0.07200000000000001,-9.404,0,0.0403,116.04899999999999,4,https://api.spotify.com/v1/tracks/69kOkLUCkxIZYexIgSG8rq,0.863
8,Stay With Me,0.588,0.418,172723,0.42,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-05,0,0.11,-6.444,1,0.0414,84.094,4,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,0.184
9,Uptown Funk,0.00801,0.856,269666,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.149999999999999e-05,0,0.0344,-7.223,1,0.0824,114.988,4,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,0.9279999999999999
10,Hello,0.336,0.48100000000000004,295493,0.451,4sPmO7WMQUAf45kwMOtONw,0.0,5,0.0872,-6.095,0,0.0347,157.966,4,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,0.289
11,24K Magic,0.034,0.818,225983,0.8029999999999999,6b8Be6ljOzmkOmFslEb23P,0.0,1,0.153,-4.282,1,0.0797,106.97,4,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,0.632
12,Beautiful Day,0.0144,0.537,248066,0.9209999999999999,1VuBmEauSZywQVtqbxNqka,0.00479,2,0.382,-6.474,1,0.0481,136.264,4,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka,0.467
13,Need You Now,0.0927,0.5870000000000001,277573,0.622,11EX5yhxr9Ihl3IN1asrfK,0.0006360000000000001,4,0.2,-5.535,1,0.0303,107.943,4,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,0.231
14,Almost Like Praying (feat. Artists for Puerto Rico),0.0198,0.47100000000000003,200457,0.7909999999999999,3dskm5fAe8OkBtM9E0VVWx,0.0,5,0.23199999999999998,-3.373,0,0.23800000000000002,188.36,4,https://api.spotify.com/v1/tracks/3dskm5fAe8OkBtM9E0VVWx,0.507
15,Redbone,0.172,0.745,326933,0.35600000000000004,3kxfsdsCpFgN412fpnW85Y,0.00943,1,0.12300000000000001,-10.425,1,0.0941,160.033,4,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,0.607
16,Mask Off,0.0102,0.833,204600,0.434,0VgkVdmE4gld66l8iyGjgx,0.0219,2,0.165,-8.795,1,0.431,150.062,4,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,0.281
17,It Ain’t Me (with Selena Gomez),0.11900000000000001,0.64,220780,0.5329999999999999,12GEpg2XOPyqk03JZEZnJs,0.0,0,0.0864,-6.596,1,0.0706,99.96799999999999,4,https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs,0.515
18,Castle on the Hill,0.0232,0.461,261153,0.8340000000000001,6PCUP3dWmTjcTtXY02oFdT,1.1400000000000001e-05,2,0.14,-4.868,1,0.0989,135.007,4,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,0.47100000000000003
19,Drowning (feat. Kodak Black),0.501,0.8390000000000001,209269,0.81,1f5cbQtDrykjarZVrShaDI,0.0,5,0.11699999999999999,-5.274,0,0.0568,129.014,4,https://api.spotify.com/v1/tracks/1f5cbQtDrykjarZVrShaDI,0.8140000000000001
20,Everyday We Lit (feat. PnB Rock),0.128,0.758,197170,0.6459999999999999,4PzovBqgnSHKd8opsP7IVM,0.0,7,0.0778,-4.7010000000000005,1,0.11199999999999999,155.955,4,https://api.spotify.com/v1/tracks/4PzovBqgnSHKd8opsP7IVM,0.589
21,Now Or Never,0.107,0.67,214801,0.585,7i2DJ88J7jQ8K7zqFX2fW8,1.11e-06,6,0.131,-4.861000000000001,0,0.0354,110.03,4,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8,0.447
22,In Case You Didn't Know,0.386,0.607,224853,0.536,10M2Ex445zw585Ducldzkw,0.0,10,0.102,-7.306,1,0.0305,147.986,4,https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw,0.434
23,Slippery (feat. Gucci Mane),0.307,0.92,304041,0.674,6p8NuHm8uCGnn2Dtbtf7zE,0.0,1,0.10400000000000001,-5.662000000000001,0,0.264,141.967,4,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE,0.741
24,Issues,0.401,0.728,176320,0.415,7vu0JkJh0ldukEYbTVcqd0,0.0,8,0.0616,-6.852,1,0.0639,114.145,4,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,0.455
25,Rolex,0.0837,0.804,238586,0.8859999999999999,0pSBuHjILhNEo55xK1zrRt,0.0,1,0.266,-2.512,1,0.04,144.946,4,https://api.spotify.com/v1/tracks/0pSBuHjILhNEo55xK1zrRt,0.789
26,Closer,0.414,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,0.6609999999999999
27,The Fighter,0.0304,0.6809999999999999,184040,0.845,5OUSPcqhYTOzpbXzoEvKim,0.0,11,0.19699999999999998,-5.147,0,0.0525,132.023,4,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim,0.7609999999999999
28,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,343150,0.665,4Km5HrUvYTaSUfiSGPJeQR,0.0,11,0.12300000000000001,-5.313,1,0.244,127.07600000000001,4,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,0.175
29,iSpy (feat. Lil Yachty),0.37799999999999995,0.746,253106,0.653,2EEeOnHehOozLq4aS0n6SL,0.0,7,0.22899999999999998,-6.745,1,0.289,75.016,4,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL,0.672
30,Hurricane,0.0153,0.46399999999999997,222533,0.813,6xHI9KjUjYT0FPtGO8Mxa1,0.0,10,0.254,-6.185,1,0.0416,75.975,4,https://api.spotify.com/v1/tracks/6xHI9KjUjYT0FPtGO8Mxa1,0.516
31,Slide,0.498,0.736,230813,0.795,6gpcs5eMhJwax4mIfKDYQk,1.21e-06,1,0.254,-3.299,0,0.0545,104.066,4,https://api.spotify.com/v1/tracks/6gpcs5eMhJwax4mIfKDYQk,0.511
32,goosebumps,0.0847,0.841,243836,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7,0.149,-3.37,1,0.0484,130.049,4,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,0.43
33,T-Shirt,0.242,0.865,242407,0.687,7KOlJ92bu51cltsD9KU5I7,0.0,10,0.158,-3.7439999999999998,0,0.217,139.023,4,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,0.486
34,Scars To Your Beautiful,0.0285,0.573,230226,0.7390000000000001,0prNGof3XqfTvNDxHonvdK,0.0,0,0.111,-5.74,1,0.129,97.085,4,https://api.spotify.com/v1/tracks/0prNGof3XqfTvNDxHonvdK,0.451
35,Swang,0.2,0.6809999999999999,208120,0.314,6mapJIPnQ23RTAevUoE0DL,9.82e-06,8,0.1,-9.318999999999999,1,0.0581,139.99200000000002,4,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,0.166
36,Rockabye (feat. Sean Paul & Anne-Marie),0.406,0.72,251088,0.763,5knuzwU65gJK7IF5yJsuaW,0.0,9,0.18,-4.0680000000000005,0,0.0523,101.965,4,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,0.742
37,Deja Vu,0.0931,0.62,234213,0.69,0H8XeaJunhvpBdBFIYi6Sh,0.0,7,0.131,-6.507999999999999,1,0.0493,133.935,4,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh,0.331
38,Both (feat. Drake),0.11900000000000001,0.85,190311,0.405,5tFep7dXGd7vEJ668wTPux,0.000118,7,0.0707,-7.5089999999999995,0,0.225,139.976,4,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux,0.344
39,Bounce Back,0.105,0.77,222360,0.5670000000000001,0SGkqnVQo9KPytSri1H6cF,0.0,2,0.125,-5.6979999999999995,1,0.175,81.477,4,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,0.26
40,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.0578,0.737,245653,0.452,2y5aJvzXhHPA94U5GFAcXe,1.4800000000000002e-05,0,0.187,-8.366,1,0.0534,117.962,4,https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe,0.096
41,I Feel It Coming,0.426,0.773,269186,0.8190000000000001,3dhjNA0jGA8vHBQ1VdD6vV,0.0,0,0.0679,-5.946000000000001,0,0.11800000000000001,92.99,4,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,0.585
42,Love On The Brain,0.0717,0.509,224000,0.637,2aksifNn5ph8igDOkPBA02,1.0800000000000002e-05,4,0.0789,-4.83,0,0.0471,172.00599999999997,3,https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02,0.37799999999999995
43,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0106,0.669,237546,0.8320000000000001,1WkMMavIMc4JZ8cfMmxHkI,0.0,0,0.0968,-5.72,1,0.0682,113.035,4,https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI,0.7
44,Mercy,0.84,0.638,217120,0.36700000000000005,2VIPU72L6tIR4w8J8ap6Kp,0.0,4,0.0999,-7.906000000000001,1,0.0266,71.957,4,https://api.spotify.com/v1/tracks/2VIPU72L6tIR4w8J8ap6Kp,0.21899999999999997
45,Fake Love,0.10800000000000001,0.927,210937,0.488,343YBumqHu19cGoGARUTsd,0.0,9,0.196,-9.433,0,0.42,133.987,4,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,0.605
46,Starboy,0.141,0.6779999999999999,230453,0.588,7MXVkk9YMctZqd1Srtv4MB,6.35e-06,7,0.13699999999999998,-7.015,1,0.276,186.005,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,0.486
47,Bad Things (with Camila Cabello),0.214,0.6970000000000001,239293,0.691,1PSBzsahR2AKwLJgx8ehBj,0.0,2,0.185,-4.757,1,0.146,137.85299999999998,4,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,0.305
48,Million Reasons,0.43700000000000006,0.665,205280,0.424,7dZ1Odmx9jWIweQSatnRqo,0.0,0,0.107,-7.837999999999999,1,0.0444,129.911,4,https://api.spotify.com/v1/tracks/7dZ1Odmx9jWIweQSatnRqo,0.134
49,Water Under the Bridge,0.0189,0.596,240426,0.838,4vb4mFvYsr2h6enhjJsq9Y,1.5399999999999998e-05,5,0.10800000000000001,-6.52,0,0.0704,94.98200000000001,4,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y,0.47200000000000003
50,Black Beatles,0.142,0.794,291893,0.632,6fujklziTHa8uoM5OQSfIo,0.0,0,0.128,-6.162999999999999,1,0.0649,145.92600000000002,4,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,0.355
51,Caroline,0.17,0.941,209640,0.335,5hTpBe8h35rJ67eAWHQsJx,0.0,5,0.262,-10.179,0,0.505,120.041,4,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,0.7070000000000001
52,Heathens,0.0841,0.732,195920,0.396,6i0V12jOa3mr6uu4WYhUBr,3.5799999999999996e-05,4,0.105,-9.347999999999999,0,0.0286,90.024,4,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,0.5479999999999999
53,All Time Low,0.0508,0.584,217603,0.569,0SuLAslEMFZAXf0SwY7syi,0.0,0,0.0924,-4.2589999999999995,1,0.166,89.779,4,https://api.spotify.com/v1/tracks/0SuLAslEMFZAXf0SwY7syi,0.501
54,Side To Side,0.0513,0.65,226160,0.736,1pKeFVVUOPjFsOABub0OaV,0.0,6,0.235,-5.84,0,0.22899999999999998,159.174,4,https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV,0.612
55,Treat You Better,0.106,0.444,187973,0.8190000000000001,3QGsuHI8jO1Rx4JWLUh9jd,0.0,10,0.107,-4.078,0,0.341,82.695,4,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,0.747
56,Broccoli,0.23600000000000002,0.8859999999999999,225205,0.525,0qy5D3OJre7SPJNMOL9I71,0.0,8,0.057,-7.39,1,0.132,145.99,4,https://api.spotify.com/v1/tracks/0qy5D3OJre7SPJNMOL9I71,0.708
57,This Town,0.72,0.6779999999999999,232852,0.401,0qvzXomUDJVaUboy2wMfiS,0.0,6,0.11800000000000001,-8.408,0,0.0312,111.855,4,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,0.19399999999999998
58,Juju On That Beat (TZ Anthem),0.00381,0.807,144244,0.887,1lItf5ZXJc1by9SbPeljFd,0.0,1,0.391,-3.892,1,0.275,160.517,4,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,0.78
59,Starving,0.37799999999999995,0.7290000000000001,181880,0.615,4Ce37cRWvM1vIGGynKcs22,0.0,4,0.105,-4.238,1,0.0647,99.98899999999999,4,https://api.spotify.com/v1/tracks/4Ce37cRWvM1vIGGynKcs22,0.508
60,Cheap Thrills,0.0472,0.628,211666,0.698,3S4px9f4lceWdKf0gWciFu,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,https://api.spotify.com/v1/tracks/3S4px9f4lceWdKf0gWciFu,0.732
61,Don't Let Me Down,0.157,0.532,208373,0.8690000000000001,1i1fxkWeaMmKEB4T7zqbzK,0.0050799999999999994,11,0.136,-5.093999999999999,1,0.172,159.803,4,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,0.42200000000000004
62,Blue Ain't Your Color,0.606,0.6859999999999999,230600,0.41700000000000004,6wycnu8FWXsj68ig7BEot9,1.79e-06,7,0.0844,-7.787000000000001,1,0.0363,82.40700000000001,3,https://api.spotify.com/v1/tracks/6wycnu8FWXsj68ig7BEot9,0.451
63,Chill Bill,0.0312,0.8859999999999999,177184,0.42700000000000005,5uDASfU19gDxSjW8cnCaBp,0.00099,6,0.0906,-10.027999999999999,1,0.145,108.03399999999999,4,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,0.23
64,Cold Water,0.055,0.602,185360,0.797,7zsXy7vlHdItvUSH8EwQss,0.0,6,0.187,-5.084,0,0.0534,92.928,4,https://api.spotify.com/v1/tracks/7zsXy7vlHdItvUSH8EwQss,0.49200000000000005
65,In the Name of Love,0.109,0.501,195706,0.519,23L5CiUhw2jV1OIMwthR3S,0.0,4,0.45399999999999996,-5.88,0,0.0409,133.99,4,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,0.168
66,You Was Right,0.069,0.843,163944,0.359,2ANLarE8yHVsLWW21nj79M,0.0,0,0.12,-7.417000000000001,1,0.461,81.98700000000001,4,https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M,0.156
67,"i hate u, i love u (feat. olivia o'brien)",0.687,0.49200000000000005,251033,0.275,7vRriwrloYVaoAe3a9wJHe,0.0,6,0.10099999999999999,-13.4,0,0.3,92.6,4,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,0.18
68,OOOUUU,0.5329999999999999,0.64,234525,0.8190000000000001,0D21XvHcVsIvJM6FcGY2BT,0.0,7,0.156,-4.1080000000000005,1,0.455,166.012,4,https://api.spotify.com/v1/tracks/0D21XvHcVsIvJM6FcGY2BT,0.623
69,Too Much Sauce,0.0496,0.96,223093,0.547,5oyUurs28XRagLa8lgm6V3,0.0,6,0.21600000000000003,-6.992000000000001,0,0.0786,121.01,4,https://api.spotify.com/v1/tracks/5oyUurs28XRagLa8lgm6V3,0.18600000000000003
70,Unsteady,0.17800000000000002,0.389,193546,0.665,7lGKEWMXVWWTt3X71Bv44I,0.000732,0,0.11599999999999999,-6.169,1,0.0644,117.055,4,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,0.19899999999999998
71,"Mary, Did You Know?",0.302,0.49700000000000005,203373,0.312,4z8sz6E4YyFuEkv5o7IJni,0.0,11,0.0968,-9.088,0,0.0269,105.036,4,https://api.spotify.com/v1/tracks/4z8sz6E4YyFuEkv5o7IJni,0.177
72,She's Mine Pt. 1,0.7759999999999999,0.435,209080,0.20199999999999999,0HtOJj7Kl74s1Ngf3MWeif,0.0976,2,0.245,-15.097000000000001,1,0.0702,139.57399999999998,4,https://api.spotify.com/v1/tracks/0HtOJj7Kl74s1Ngf3MWeif,0.0429
73,Needed Me,0.11,0.6709999999999999,191600,0.314,1Tt4sE4pXi57mTD1GCzsqm,0.0,5,0.0825,-8.091000000000001,0,0.244,110.898,4,https://api.spotify.com/v1/tracks/1Tt4sE4pXi57mTD1GCzsqm,0.29600000000000004
74,One Dance,0.00842,0.7959999999999999,173986,0.61,1zi7xx7UVEFkmKfv06H8x0,0.00286,1,0.35100000000000003,-5.857,1,0.0516,103.99,4,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,0.391
75,Ride,0.00835,0.645,214506,0.713,2Z8WuEywRWYTKe1NybPQEW,0.0,6,0.113,-5.355,1,0.0393,74.98899999999999,4,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,0.5660000000000001
76,This Is What You Came For,0.19899999999999998,0.63,222160,0.9279999999999999,0azC730Exh71aQlOt9Zj3y,0.124,9,0.14800000000000002,-2.787,0,0.0331,123.963,4,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,0.465
77,Panda,0.0235,0.72,247866,0.748,275a9yzwGB6ncAW4SxY7q3,0.0,10,0.369,-5.522,0,0.39299999999999996,145.22,4,https://api.spotify.com/v1/tracks/275a9yzwGB6ncAW4SxY7q3,0.24600000000000002
78,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.255,0.502,243490,0.7859999999999999,4dASQiO1Eoo3RJvt74FtXB,0.0,9,0.65,-4.378,0,0.317,169.021,4,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,0.7390000000000001
79,No Problem (feat. Lil Wayne & 2 Chainz),0.156,0.652,304606,0.795,0v9Wz8o0BT8DU38R4ddjeH,0.0,11,0.12300000000000001,-5.192,0,0.174,135.018,4,https://api.spotify.com/v1/tracks/0v9Wz8o0BT8DU38R4ddjeH,0.7879999999999999
80,Send My Love (To Your New Lover),0.0415,0.69,223080,0.524,4BHzQ9C00ceJxfG16AlNWb,3.16e-06,6,0.17,-8.39,0,0.10300000000000001,164.023,4,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb,0.562
81,We Don't Talk Anymore (feat. Selena Gomez),0.621,0.728,217706,0.563,37FXw5QGFN7uwwsLy8uAc0,0.0,1,0.179,-8.052999999999999,0,0.134,100.01700000000001,4,https://api.spotify.com/v1/tracks/37FXw5QGFN7uwwsLy8uAc0,0.35200000000000004
82,"Sit Still, Look Pretty",0.141,0.657,202221,0.7390000000000001,0EGuSSpuu9wmHCtvb4PdLO,0.0,2,0.17800000000000002,-4.081,1,0.27399999999999997,181.99400000000003,4,https://api.spotify.com/v1/tracks/0EGuSSpuu9wmHCtvb4PdLO,0.5429999999999999
83,Hymn For The Weekend,0.255,0.49,258826,0.743,3RiPr603aXAoi4GHyXx0uy,7.21e-06,0,0.3,-5.155,0,0.0409,89.97399999999999,4,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy,0.363
84,Controlla,0.0962,0.747,245226,0.47700000000000004,4CpKEkdGbOJV51cSvx7SoG,0.0,10,0.114,-11.062000000000001,0,0.276,93.44,4,https://api.spotify.com/v1/tracks/4CpKEkdGbOJV51cSvx7SoG,0.321
85,Into You,0.0162,0.623,244453,0.7340000000000001,2meEiZKWkiN28gITzFwQo5,1.9e-06,9,0.145,-5.95,1,0.107,107.853,4,https://api.spotify.com/v1/tracks/2meEiZKWkiN28gITzFwQo5,0.37200000000000005
86,For Free,0.0173,0.9159999999999999,183695,0.5710000000000001,4JDZl9nKIAhAhDjw753u4X,1.11e-06,10,0.153,-8.241,0,0.2,103.521,4,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X,0.498
87,Work from Home,0.10300000000000001,0.8029999999999999,214480,0.585,4tCtwWceOPWzenK2HAIJSb,3.94e-06,8,0.0644,-5.861000000000001,1,0.0432,105.01700000000001,4,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,0.593
88,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0.0114,0.632,215413,0.701,7K5dzhGda2vRTaAWYI3hrb,0.0,7,0.10800000000000001,-5.921,1,0.146,162.958,4,https://api.spotify.com/v1/tracks/7K5dzhGda2vRTaAWYI3hrb,0.49700000000000005
89,Low Life,0.337,0.722,313546,0.331,7EiZI6JVHllARrX9PUvAdX,0.28300000000000003,8,0.146,-7.789,1,0.0725,143.974,4,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,0.102
90,H.O.L.Y.,0.385,0.525,194186,0.685,0BCy325UZyR9z0t0uxwn2N,0.0,7,0.0731,-3.9539999999999997,0,0.0351,78.003,4,https://api.spotify.com/v1/tracks/0BCy325UZyR9z0t0uxwn2N,0.54
91,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.6629999999999999,197933,0.713,1MtUq6Wp1eQ8PC6BbPCj8P,7.68e-06,7,0.0843,-6.647,0,0.11199999999999999,101.965,4,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,0.69
92,Never Be Like You (feat. Kai),0.45299999999999996,0.444,234909,0.557,5WI2ltQIdwgzf1SNE76JyR,0.0,0,0.152,-5.476,1,0.0602,115.05799999999999,4,https://api.spotify.com/v1/tracks/5WI2ltQIdwgzf1SNE76JyR,0.29600000000000004
93,7 Years,0.287,0.765,237300,0.473,5kqIPrATaCc2LqxVWzQGbk,0.0,10,0.391,-5.829,1,0.0514,119.992,4,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,0.34
94,Stressed Out,0.0462,0.7340000000000001,202333,0.637,3CRDbSIZ4r5MsZ0YwxuEkn,2.2899999999999998e-05,4,0.0602,-5.6770000000000005,0,0.141,169.977,4,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,0.648
95,Cake By The Ocean,0.156,0.774,219146,0.765,76hfruVvmfQbw0eYn1nmeC,0.0,4,0.0373,-5.439,0,0.0502,119.001,4,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,0.917
96,Love Yourself,0.856,0.607,233720,0.376,50kpGaPAhYJ3sGmk6vplg0,0.0,4,0.285,-9.954,1,0.45299999999999996,102.541,4,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,0.545
97,Let It Go,0.818,0.546,260533,0.311,13HVjjWUZFaWilh2QUJKsP,1.65e-05,1,0.107,-10.395999999999999,1,0.0288,147.464,4,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,0.24600000000000002
98,Dangerous Woman,0.0529,0.662,235946,0.602,7l94dyN2hX9c6wWcZQuOGJ,0.0,4,0.35600000000000004,-5.369,0,0.0401,133.969,3,https://api.spotify.com/v1/tracks/7l94dyN2hX9c6wWcZQuOGJ,0.29
99,My House,0.0215,0.688,192190,0.7020000000000001,6Knv6wdA0luoMUuuoYi2i1,0.0,7,0.128,-4.792,0,0.0499,94.006,4,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,0.74
100,Lost Boy,0.965,0.71,275280,0.0565,4h0zU3O9R5xzuTmNO7dNDU,0.0,7,0.0889,-15.099,1,0.0534,123.994,4,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,0.348
101,Never Forget You,0.00312,0.583,213427,0.732,6hmhG1b4LEyNuashVvuIAo,9.86e-06,11,0.26899999999999996,-5.728,0,0.0457,145.99200000000002,4,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,0.276
102,"Me, Myself & I",0.0186,0.757,251466,0.672,40YcuQysJ0KlGQTeGUosTC,0.0,0,0.158,-6.524,0,0.0955,111.99600000000001,4,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,0.382
103,PILLOWTALK,0.11699999999999999,0.584,202746,0.7,0PDUDa38GO8lMxLCRc4lL1,0.0,11,0.0939,-4.275,1,0.0456,124.944,4,https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1,0.43799999999999994
104,Cut It (feat. Young Dolph),0.135,0.875,222600,0.6729999999999999,376KnY4TrgBITxjlnbnmIy,0.0,7,0.292,-4.184,1,0.0932,130.0,4,https://api.spotify.com/v1/tracks/376KnY4TrgBITxjlnbnmIy,0.231
105,oui,0.192,0.715,238320,0.703,0PJIbOdMs3bd5AT8liULMQ,0.0,5,0.113,-3.825,1,0.0503,119.749,4,https://api.spotify.com/v1/tracks/0PJIbOdMs3bd5AT8liULMQ,0.596
106,Really Really,0.00427,0.762,232093,0.6659999999999999,10I3CmmwT0BkOVhduDy53o,0.0,0,0.127,-6.055,1,0.0916,118.97,4,https://api.spotify.com/v1/tracks/10I3CmmwT0BkOVhduDy53o,0.278
