,track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
254,Brave,0.00502,0.551,220573,0.836,6Uy6K3KdmUdAfelUp0SeXn,2.1e-05,10,0.0425,-3.838,0,0.0524,185.063,4,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,0.758
255,Wrecking Ball,0.40700000000000003,0.53,221360,0.42200000000000004,2vwlzO0Qp8kfEtzTsCXfyE,0.0,5,0.107,-6.2620000000000005,1,0.0342,119.964,4,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,0.349
256,"Hold On, We're Going Home",0.00415,0.7759999999999999,227880,0.413,14Rcq31SafFBHNEwXrtR2B,2.68e-05,6,0.0724,-7.438,0,0.0952,100.00299999999999,4,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,0.287
257,Blurred Lines,0.00373,0.862,263826,0.608,0n4bITAu0Y0nigrz3MFJMb,6.14e-06,7,0.0856,-4.762,1,0.0402,120.00200000000001,4,https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb,0.836
258,We Might Be Dead by Tomorrow,0.966,0.386,161413,0.151,2yxpMD9Fopz8FZEDSHRYy8,0.000897,7,0.11900000000000001,-16.492,1,0.0388,143.45600000000002,4,https://api.spotify.com/v1/tracks/2yxpMD9Fopz8FZEDSHRYy8,0.0825
259,Sail,0.452,0.825,259102,0.435,5xhQChGGhKLWqBqX4XhtYE,0.609,1,0.0953,-9.582,1,0.0568,119.038,4,https://api.spotify.com/v1/tracks/5xhQChGGhKLWqBqX4XhtYE,0.243
260,Chillin' It,0.511,0.5760000000000001,196746,0.8490000000000001,0Utg7sirTPqrs6Cx0FbriQ,3.8900000000000004e-05,9,0.109,-3.057,1,0.0386,137.982,4,https://api.spotify.com/v1/tracks/0Utg7sirTPqrs6Cx0FbriQ,0.6659999999999999
261,23,0.000366,0.863,252520,0.605,20FZrLl9zSbO9b3DhaqO6M,3.71e-06,2,0.132,-5.231,1,0.0572,140.031,4,https://api.spotify.com/v1/tracks/20FZrLl9zSbO9b3DhaqO6M,0.327
262,Safe And Sound,0.000194,0.6559999999999999,192789,0.821,6Z8R6UsFuGXGtiIxiD8ISb,0.00232,0,0.10099999999999999,-4.838,1,0.0325,117.948,5,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,0.7909999999999999
263,Sweater Weather,0.0495,0.612,240400,0.807,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.10099999999999999,-2.81,1,0.0336,124.053,4,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,0.39799999999999996
264,Whatever She's Got,0.217,0.527,236800,0.723,4PJXT82AZtlDW4Q71b43oz,0.0,1,0.037000000000000005,-6.1339999999999995,1,0.0411,160.465,4,https://api.spotify.com/v1/tracks/4PJXT82AZtlDW4Q71b43oz,0.888
265,Stay The Night - Featuring Hayley Williams Of Paramore,0.109,0.596,217346,0.738,2QtJA4gbwe1AcanB2p21aP,0.0,8,0.0947,-3.109,1,0.0411,127.961,4,https://api.spotify.com/v1/tracks/2QtJA4gbwe1AcanB2p21aP,0.461
266,Applause,0.0265,0.669,212333,0.78,2Zj4FUsMtu9PMuJsHbGbdv,1.63e-06,7,0.14300000000000002,-4.287,0,0.053,139.945,4,https://api.spotify.com/v1/tracks/2Zj4FUsMtu9PMuJsHbGbdv,0.738
267,Gas Pedal,0.0272,0.846,208160,0.5379999999999999,2ng5lhEsASy6jgbOLg877a,0.0,1,0.12300000000000001,-8.059,1,0.0576,97.536,4,https://api.spotify.com/v1/tracks/2ng5lhEsASy6jgbOLg877a,0.441
268,Holy Grail,0.263,0.735,238988,0.484,5v8PGL6YlOmVeT51aH7skE,0.0,2,0.364,-5.322,0,0.0513,145.069,4,https://api.spotify.com/v1/tracks/5v8PGL6YlOmVeT51aH7skE,0.0616
269,That's My Kind Of Night,0.0626,0.66,190186,0.754,5HGibWoxnkYSkl6mHmAlOE,0.0,4,0.1,-2.84,0,0.051,110.02,4,https://api.spotify.com/v1/tracks/5HGibWoxnkYSkl6mHmAlOE,0.899
270,Who Do You Love?,0.0281,0.6759999999999999,233506,0.415,1uDjaezEbalGyGnuH80zDK,0.0,9,0.0915,-9.752,1,0.508,193.206,4,https://api.spotify.com/v1/tracks/1uDjaezEbalGyGnuH80zDK,0.146
271,Summertime Sadness,0.0542,0.565,265427,0.654,2dBwB667LHQkLhdYlwLUZK,1.8e-06,1,0.122,-6.8260000000000005,0,0.0335,111.96799999999999,4,https://api.spotify.com/v1/tracks/2dBwB667LHQkLhdYlwLUZK,0.235
272,Somebody That I Used To Know - feat. Kimbra,0.565,0.857,244973,0.517,4wCmqSrbyCgxEXROQE6vtV,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,0.754
273,Roller Coaster,0.0338,0.599,259079,0.7559999999999999,5r00wpsojd4mBYaQFDvni7,2.0600000000000003e-05,8,0.174,-4.457,1,0.0363,107.995,4,https://api.spotify.com/v1/tracks/5r00wpsojd4mBYaQFDvni7,0.282
274,We Can't Stop,0.00882,0.613,231240,0.622,2y4lAQpi5VTNLu2ldeTdUH,0.0,1,0.37,-5.794,0,0.0334,80.003,4,https://api.spotify.com/v1/tracks/2y4lAQpi5VTNLu2ldeTdUH,0.484
275,Still Into You,0.0098,0.602,216013,0.9229999999999999,1yjY7rpaAQvKwpdUliHx0d,0.0,5,0.0561,-3.763,1,0.044000000000000004,136.01,4,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,0.765
276,It Goes Like This,0.11699999999999999,0.5429999999999999,186080,0.8370000000000001,6GsAD8PgHxmEuIPTG8GP3M,0.0,11,0.0872,-6.4479999999999995,1,0.0608,168.05599999999998,4,https://api.spotify.com/v1/tracks/6GsAD8PgHxmEuIPTG8GP3M,0.506
277,Can't Hold Us - feat. Ray Dalton,0.0291,0.6409999999999999,258342,0.922,3bidbhpOYeV4knp8AIu8Xn,0.0,2,0.0862,-4.457,1,0.0786,146.078,4,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,0.847
278,Clarity,0.0398,0.509,271426,0.7809999999999999,60wwxj6Dd9NJlirf84wr2c,0.0,8,0.0749,-3.48,1,0.07200000000000001,128.0,4,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,0.17600000000000002
279,Crooked Smile,0.433,0.607,278573,0.784,6JG0qhINKVwiHxqN85j7RG,0.0,7,0.6890000000000001,-6.292999999999999,1,0.268,81.00399999999999,4,https://api.spotify.com/v1/tracks/6JG0qhINKVwiHxqN85j7RG,0.48200000000000004
280,Venus,0.0267,0.8109999999999999,233720,0.895,6mWIBbMx3BCgeqo7RvLuDP,0.0,5,0.10400000000000001,-4.303999999999999,0,0.0608,121.01,4,https://api.spotify.com/v1/tracks/6mWIBbMx3BCgeqo7RvLuDP,0.736
281,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,0.052000000000000005,0.871,128013,0.442,6mH3qVIeOsnQIAho5eWwhH,0.008190000000000001,0,0.0381,-8.766,1,0.0958,129.964,4,https://api.spotify.com/v1/tracks/6mH3qVIeOsnQIAho5eWwhH,0.769
282,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",0.00164,0.71,237640,0.614,0RFCHlNuTeUHIB36VuVbOL,0.000154,6,0.0785,-6.965,1,0.0366,135.012,4,https://api.spotify.com/v1/tracks/0RFCHlNuTeUHIB36VuVbOL,0.6729999999999999
283,Just Give Me a Reason,0.34600000000000003,0.778,242733,0.547,4VC5nFbYO4avKksJ9jN4pY,0.000302,2,0.132,-7.273,1,0.0489,95.00200000000001,4,https://api.spotify.com/v1/tracks/4VC5nFbYO4avKksJ9jN4pY,0.441
284,Treasure,0.0412,0.8740000000000001,178560,0.6920000000000001,55h7vJchibLdUkxdlX3fK7,7.240000000000001e-05,5,0.324,-5.28,0,0.0431,116.01700000000001,4,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,0.937
285,Cruise,0.0191,0.457,208960,0.948,0i5el041vd6nxrGEU8QRxy,0.0,10,0.0536,-3.364,1,0.0354,148.0,4,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,0.878
286,How To Be A Heartbreaker,0.0142,0.69,221493,0.897,2Ow4Pmi0VOOLvbmJ8V70qo,0.0,11,0.10800000000000001,-4.696000000000001,0,0.0506,140.05,4,https://api.spotify.com/v1/tracks/2Ow4Pmi0VOOLvbmJ8V70qo,0.8490000000000001
287,Hey Pretty Girl,0.145,0.29100000000000004,215920,0.4,75p6fgACKYIyIhsoG411SZ,1.86e-05,2,0.259,-10.615,1,0.0306,83.11200000000001,1,https://api.spotify.com/v1/tracks/75p6fgACKYIyIhsoG411SZ,0.0935
288,I Need Your Love (feat. Ellie Goulding),0.41,0.695,234506,0.8690000000000001,05SBRd4fXgn8FX7bf8BCAE,0.0,8,0.237,-5.066,1,0.0483,124.98899999999999,4,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,0.58
289,Same Old Love,0.0223,0.672,229080,0.593,1BZG99C7Co1r6QUC3zaS59,0.0,11,0.214,-4.01,0,0.0304,98.02,4,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,0.43799999999999994
290,Walking On Air,0.00144,0.631,222448,0.9079999999999999,0RCsGhR44nFVAd5WiZZcGq,0.0,6,0.23,-4.842,0,0.0391,128.02700000000002,4,https://api.spotify.com/v1/tracks/0RCsGhR44nFVAd5WiZZcGq,0.821
291,Thrift Shop (feat. Wanz),0.0619,0.7809999999999999,235613,0.526,4YMqbFcDIFiCBd02PzUBcM,0.0,6,0.0457,-6.985,0,0.293,94.992,4,https://api.spotify.com/v1/tracks/4YMqbFcDIFiCBd02PzUBcM,0.662
292,Play It Again,0.0832,0.51,226866,0.898,03fT3OHB9KyMtGMt2zwqCT,0.0,11,0.071,-3.15,1,0.0696,144.056,4,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,0.596
293,Oh Sweet Lorraine (feat. Jacob Colgan & Fred Stobaugh),0.00473,0.5489999999999999,119000,0.317,0byFa7HDKamSnzxMPEF6dj,0.0308,7,0.0955,-11.472999999999999,1,0.0299,117.89399999999999,4,https://api.spotify.com/v1/tracks/0byFa7HDKamSnzxMPEF6dj,0.196
294,Power Trip,0.322,0.667,241160,0.61,7FOJvA3PxiIU0DN3JjQ7jT,0.00020299999999999997,1,0.426,-7.053999999999999,1,0.217,99.991,4,https://api.spotify.com/v1/tracks/7FOJvA3PxiIU0DN3JjQ7jT,0.465
295,I Want Crazy - Encore,0.0539,0.562,236865,0.878,2tC3NZsLgXr9CXvOKon19c,0.0,8,0.11199999999999999,-4.806,1,0.0387,103.029,4,https://api.spotify.com/v1/tracks/2tC3NZsLgXr9CXvOKon19c,0.5579999999999999
296,Boys 'Round Here (feat. Pistol Annies & Friends),0.251,0.611,288760,0.688,39FwE8edwuyiaa4PrGBkP7,2.35e-06,2,0.248,-6.369,1,0.0529,169.895,4,https://api.spotify.com/v1/tracks/39FwE8edwuyiaa4PrGBkP7,0.649
297,When I Was Your Man,0.932,0.612,213826,0.28,0nJW01T7XtvILxQgC5J7Wh,0.0,0,0.08800000000000001,-8.648,1,0.0434,72.795,4,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,0.387
298,Ho Hey,0.794,0.685,163133,0.466,0W4Kpfp1w2xkY3PrV714B7,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,4,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,0.353
299,My Songs Know What You Did In The Dark (Light Em Up),0.0271,0.5579999999999999,186826,0.924,7s0lDK7y3XLmI7tcsRAbW0,3.32e-06,9,0.537,-4.341,0,0.064,151.99,4,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,0.5670000000000001
300,Wagon Wheel,0.456,0.529,298400,0.6629999999999999,3xdjjKMcMOFgo1eQrfbogM,0.0,9,0.142,-7.138,1,0.0306,148.102,4,https://api.spotify.com/v1/tracks/3xdjjKMcMOFgo1eQrfbogM,0.5920000000000001
301,"Bitch, Don’t Kill My Vibe",0.0152,0.5870000000000001,310720,0.698,712uvW1Vezq8WpQi38v2L9,0.0,1,0.442,-8.948,1,0.0943,133.954,4,https://api.spotify.com/v1/tracks/712uvW1Vezq8WpQi38v2L9,0.0985
302,Feel This Moment,0.039,0.6729999999999999,229506,0.758,0Hf4aIJpsN4Os2f0y0VqWl,0.0,7,0.341,-3.6319999999999997,1,0.158,135.95600000000002,4,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,0.542
303,Started From The Bottom,0.0328,0.794,174133,0.522,6V2D8Lls36APk0THDjBDfE,0.0,8,0.156,-7.829,1,0.159,86.318,4,https://api.spotify.com/v1/tracks/6V2D8Lls36APk0THDjBDfE,0.5670000000000001
304,Suit & Tie,0.10300000000000001,0.795,326280,0.596,6vt0I1cw1YmAIKDJvHVIM5,0.0,11,0.16399999999999998,-3.799,0,0.21899999999999997,101.985,4,https://api.spotify.com/v1/tracks/6vt0I1cw1YmAIKDJvHVIM5,0.35700000000000004
305,I Knew You Were Trouble.,0.00563,0.596,217973,0.473,72jCZdH0Lhg93z6Z4hBjgj,1.29e-06,6,0.043,-6.745,1,0.039,154.22799999999998,4,https://api.spotify.com/v1/tracks/72jCZdH0Lhg93z6Z4hBjgj,0.648
306,Locked Out Of Heaven,0.049,0.726,233478,0.698,3w3y8KPTfNeOKPiqUTakBh,0.0,5,0.309,-4.165,1,0.0431,143.994,4,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,0.867
307,Give It All We Got Tonight,0.26,0.588,251333,0.642,19PJ75UGKjpBo0muDNyxPW,2.37e-06,7,0.08,-6.986000000000001,1,0.0266,130.36,4,https://api.spotify.com/v1/tracks/19PJ75UGKjpBo0muDNyxPW,0.324
308,Scream & Shout,0.019,0.772,283400,0.685,2iJuuzV8P9Yz0VSurttIV5,8.96e-05,5,0.131,-6.849,1,0.0696,130.033,4,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,0.501
309,Sweet Nothing (feat. Florence Welch),0.19699999999999998,0.573,212560,0.929,24LS4lQShWyixJ0ZrJXfJ5,0.00011200000000000001,8,0.0567,-3.9419999999999997,0,0.109,127.934,4,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,0.5820000000000001
310,Don't You Worry Child - Radio Edit,0.11199999999999999,0.612,212862,0.84,2V65y3PX4DkRhy1djlxd9p,0.0,11,0.11599999999999999,-3.145,0,0.0509,129.042,4,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,0.43799999999999994
311,F**kin' Problems,0.0208,0.8690000000000001,233786,0.687,4XoP1AkbOurU9CeZ2rMEz2,1e-06,1,0.114,-6.816,1,0.263,96.006,4,https://api.spotify.com/v1/tracks/4XoP1AkbOurU9CeZ2rMEz2,0.6679999999999999
312,I Will Wait,0.0103,0.48100000000000004,276720,0.7659999999999999,2JHBMVs8E7bJJBLkXpKgHn,0.0067,1,0.302,-5.207999999999999,1,0.0334,131.143,4,https://api.spotify.com/v1/tracks/2JHBMVs8E7bJJBLkXpKgHn,0.436
313,Little Talks,0.0215,0.46,266600,0.7859999999999999,3a2tuvXCHbW5nuUckuHkKT,0.0,1,0.133,-5.2379999999999995,1,0.038,103.19200000000001,4,https://api.spotify.com/v1/tracks/3a2tuvXCHbW5nuUckuHkKT,0.408
314,Catch My Breath,0.0251,0.6920000000000001,250386,0.9079999999999999,5qxPabNDnJQ551Tf4v6k3j,0.0,9,0.0933,-5.364,1,0.0677,124.042,4,https://api.spotify.com/v1/tracks/5qxPabNDnJQ551Tf4v6k3j,0.513
315,Gangnam Style (강남스타일),0.0055,0.736,219493,0.9390000000000001,03UrZgTINDqvnUMbbIMhql,0.0,11,0.0905,-2.812,0,0.284,132.07,4,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,0.7609999999999999
316,One More Night,0.0563,0.71,219466,0.8,4XNrMwGx1SqP01sqkGTDmo,0.0,5,0.0834,-3.4389999999999996,0,0.0339,93.01,4,https://api.spotify.com/v1/tracks/4XNrMwGx1SqP01sqkGTDmo,0.635
317,Poetic Justice,0.157,0.779,300160,0.5720000000000001,2P3SLxeQHPqh8qKB6gtJY2,0.0,6,0.24600000000000002,-9.985,0,0.37799999999999995,135.95600000000002,4,https://api.spotify.com/v1/tracks/2P3SLxeQHPqh8qKB6gtJY2,0.647
318,Girl On Fire,0.135,0.48200000000000004,224920,0.706,4esOae7i4rqTbAu9o5Pxco,0.00106,9,0.105,-5.7620000000000005,1,0.0609,92.494,4,https://api.spotify.com/v1/tracks/4esOae7i4rqTbAu9o5Pxco,0.14400000000000002
319,Beauty And A Beat,0.000704,0.601,227986,0.843,190jyVPHYjAqEaOGmMzdyk,5.27e-05,0,0.0681,-4.87,1,0.0593,128.002,4,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,0.534
320,Adorn,0.0543,0.625,193146,0.5760000000000001,25cUhiAod71TIQSNicOaW3,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,0.235
321,Hall of Fame,0.0653,0.42100000000000004,202533,0.873,1X1DWw2pcNZ8zSub3uhlNz,0.0,10,0.12300000000000001,-4.343,1,0.0565,84.803,4,https://api.spotify.com/v1/tracks/1X1DWw2pcNZ8zSub3uhlNz,0.63
322,Some Nights,0.0178,0.672,277040,0.738,6t6oULCRS6hnI7rm0h5gwl,6.75e-05,0,0.0927,-7.045,1,0.0506,107.93799999999999,4,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,0.392
323,Skyfall - Full Length,0.41700000000000004,0.34600000000000003,286480,0.552,6VObnIkLVruX4UVyxWhlqm,0.0,0,0.114,-6.864,0,0.0282,75.881,4,https://api.spotify.com/v1/tracks/6VObnIkLVruX4UVyxWhlqm,0.0789
324,Swimming Pools (Drank),0.00627,0.5770000000000001,247800,0.447,6REbwUNlppTfcnV4d4ZoZi,0.00022,8,0.0899,-5.892,1,0.27699999999999997,74.236,4,https://api.spotify.com/v1/tracks/6REbwUNlppTfcnV4d4ZoZi,0.18899999999999997
325,The A Team,0.669,0.642,258373,0.289,1VdZ0vKfR5jneCmWIUAMxK,0.0,9,0.18,-9.918,1,0.0367,84.99600000000001,4,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,0.40700000000000003
326,Let Me Love You (Until You Learn To Love Yourself),0.262,0.491,251626,0.6759999999999999,1Ejsu5JglwIgrFW7Bt2GuL,0.0,5,0.499,-6.631,1,0.0403,124.852,4,https://api.spotify.com/v1/tracks/1Ejsu5JglwIgrFW7Bt2GuL,0.278
327,Call Me Maybe,0.0123,0.778,193400,0.585,3TGRqZ0a2l1LRblBkJoaDx,0.0,7,0.10800000000000001,-6.502000000000001,1,0.0435,120.069,4,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,0.626
328,Clique,0.0534,0.66,293613,0.539,65rRB2mspD309xE6YimZTl,0.0,9,0.222,-5.947,0,0.324,109.318,5,https://api.spotify.com/v1/tracks/65rRB2mspD309xE6YimZTl,0.307
329,No Worries,0.085,0.8440000000000001,221000,0.5920000000000001,2DLsQuwxEdXt2yp54vw355,0.0,5,0.0817,-5.486000000000001,1,0.19899999999999998,128.033,4,https://api.spotify.com/v1/tracks/2DLsQuwxEdXt2yp54vw355,0.8190000000000001
330,Thinkin Bout You,0.41,0.716,200746,0.35,7DfFc7a6Rwfi3YQMRbDMau,0.00134,0,0.0927,-11.094000000000001,1,0.0537,129.842,4,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,0.17800000000000002
331,We Are Never Ever Getting Back Together,0.00995,0.622,191880,0.682,7AEAGTc8cReDqcbPoY9gwo,1.11e-05,7,0.11199999999999999,-5.891,1,0.113,86.035,4,https://api.spotify.com/v1/tracks/7AEAGTc8cReDqcbPoY9gwo,0.7809999999999999
332,As Long As You Love Me,0.0807,0.5710000000000001,229466,0.873,0pwYLVXVknPSGUQb39cePC,0.0,0,0.361,-3.3819999999999997,0,0.0997,139.691,4,https://api.spotify.com/v1/tracks/0pwYLVXVknPSGUQb39cePC,0.613
333,Blow Me (One Last Kiss),0.000145,0.597,255586,0.919,6LS6pltO7YBgjwNVhxMwtp,0.0,7,0.282,-2.9539999999999997,1,0.044000000000000004,113.98700000000001,4,https://api.spotify.com/v1/tracks/6LS6pltO7YBgjwNVhxMwtp,0.73
334,Don't Wake Me Up,0.0548,0.602,222306,0.691,12Ns5IphkblPmHxpRILG9t,0.0,7,0.14400000000000002,-5.197,0,0.051,127.96700000000001,4,https://api.spotify.com/v1/tracks/12Ns5IphkblPmHxpRILG9t,0.20600000000000002
335,Everybody Talks,0.00584,0.478,177280,0.915,3528IXKpbb7OMjdjWYlbfD,0.0,8,0.386,-3.858,1,0.0652,154.955,4,https://api.spotify.com/v1/tracks/3528IXKpbb7OMjdjWYlbfD,0.703
336,Pop That,0.0684,0.7340000000000001,303533,0.893,3Jv1XgMPVjdN5xGfnRJ20s,0.0,2,0.7190000000000001,-1.847,1,0.125,138.05,4,https://api.spotify.com/v1/tracks/3Jv1XgMPVjdN5xGfnRJ20s,0.595
337,Blown Away,0.0909,0.531,240133,0.843,0vFMQi8ZnOM2y8cuReZTZ2,0.0,9,0.0283,-2.569,0,0.0429,136.991,4,https://api.spotify.com/v1/tracks/0vFMQi8ZnOM2y8cuReZTZ2,0.392
338,50 Ways to Say Goodbye,0.00028399999999999996,0.591,247946,0.935,2NniAhAtkRACaMeYt48xlD,0.000278,6,0.142,-2.6639999999999997,1,0.0478,140.043,4,https://api.spotify.com/v1/tracks/2NniAhAtkRACaMeYt48xlD,0.736
339,Titanium (feat. Sia),0.069,0.599,245040,0.8029999999999999,77TT8Xvx637TpzV8kKGkUw,0.13699999999999998,0,0.129,-3.641,0,0.0986,126.057,4,https://api.spotify.com/v1/tracks/77TT8Xvx637TpzV8kKGkUw,0.233
340,Hard To Love,0.0119,0.638,224293,0.722,6E9V9TRlVOLjenGjHemzEH,0.00808,9,0.18899999999999997,-6.1770000000000005,1,0.0332,103.01700000000001,4,https://api.spotify.com/v1/tracks/6E9V9TRlVOLjenGjHemzEH,0.469
341,Payphone,0.0136,0.7390000000000001,231386,0.7559999999999999,1LmN9SSHISbtp9LoaR5ZVJ,0.0,4,0.37,-4.828,1,0.0394,110.02799999999999,4,https://api.spotify.com/v1/tracks/1LmN9SSHISbtp9LoaR5ZVJ,0.523
342,Wide Awake,0.0749,0.514,220946,0.6829999999999999,5JLv62qFIS1DR3zGEcApRt,2.64e-06,5,0.392,-5.099,1,0.0367,159.814,4,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt,0.575
343,Give Your Heart a Break,0.23600000000000002,0.643,205346,0.695,3sP3c86WFjOzHHnbhhZcLA,0.0,6,0.145,-3.0989999999999998,1,0.0463,123.02600000000001,4,https://api.spotify.com/v1/tracks/3sP3c86WFjOzHHnbhhZcLA,0.65
344,Mercy,0.84,0.638,217120,0.36700000000000005,2VIPU72L6tIR4w8J8ap6Kp,0.0,4,0.0999,-7.906000000000001,1,0.0266,71.957,4,https://api.spotify.com/v1/tracks/2VIPU72L6tIR4w8J8ap6Kp,0.21899999999999997
345,I Won't Give Up,0.6940000000000001,0.585,240165,0.303,05pKAafT85jeeNhZ6kq7HT,0.0,4,0.115,-10.058,1,0.0398,136.703,3,https://api.spotify.com/v1/tracks/05pKAafT85jeeNhZ6kq7HT,0.142
346,No Lie,0.0172,0.634,237826,0.665,6j9iyrrmqWlQZ5SD1hSTaq,0.0,6,0.365,-5.984,0,0.17600000000000002,131.108,4,https://api.spotify.com/v1/tracks/6j9iyrrmqWlQZ5SD1hSTaq,0.611
347,State Of Grace,0.000166,0.584,295186,0.8340000000000001,5zyCYmiaVE5y26EZuwZbsw,0.00121,4,0.0906,-5.872000000000001,1,0.0321,129.958,4,https://api.spotify.com/v1/tracks/5zyCYmiaVE5y26EZuwZbsw,0.42
348,Cowboys and Angels,0.245,0.355,227720,0.55,5ksoJlQJtduEkwQTo7UN7X,3.2e-05,10,0.0979,-5.772,1,0.0285,73.842,4,https://api.spotify.com/v1/tracks/5ksoJlQJtduEkwQTo7UN7X,0.26
349,Where Have You Been,0.00201,0.7190000000000001,242680,0.847,5WQQIDU3HRaMyPkob8mpFb,0.0204,0,0.221,-6.34,0,0.0916,127.963,4,https://api.spotify.com/v1/tracks/5WQQIDU3HRaMyPkob8mpFb,0.444
350,We Are Young (feat. Janelle Monáe),0.02,0.37799999999999995,250626,0.638,7a86XRg84qjasly9f6bPSD,7.659999999999999e-05,10,0.0849,-5.5760000000000005,1,0.075,184.08599999999998,4,https://api.spotify.com/v1/tracks/7a86XRg84qjasly9f6bPSD,0.735
351,What Makes You Beautiful,0.00761,0.7290000000000001,198053,0.7709999999999999,3SPDQfj2UfWq6A2NllZnzn,0.0,4,0.087,-2.451,1,0.0725,125.01100000000001,4,https://api.spotify.com/v1/tracks/3SPDQfj2UfWq6A2NllZnzn,0.873
352,Heart Attack,0.0738,0.504,210840,0.785,1V6gIisPpYqgFeWbMLI0bA,0.0,8,0.239,-4.802,1,0.10400000000000001,173.968,4,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,0.502
353,Glad You Came,0.0643,0.755,198186,0.838,3AGOgQzp0YcPH41u9p7dOp,1.59e-05,7,0.11800000000000001,-4.5,0,0.0687,126.87700000000001,4,https://api.spotify.com/v1/tracks/3AGOgQzp0YcPH41u9p7dOp,0.473
354,Drive By,0.00107,0.765,195973,0.8370000000000001,0KAiuUOrLTIkzkpfpn9jb9,1.06e-05,1,0.0801,-3.113,0,0.032,122.02799999999999,4,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,0.721
355,Starships,0.135,0.747,210626,0.716,1oHNvJVbFkexQc0BpQp7Y4,0.0,11,0.251,-2.457,0,0.075,125.008,4,https://api.spotify.com/v1/tracks/1oHNvJVbFkexQc0BpQp7Y4,0.7509999999999999
356,Wild Ones (feat. Sia),0.0991,0.608,232946,0.86,1NpW5kyvO4XrNJ3rnfcNy3,0.0,5,0.262,-5.324,0,0.0554,127.075,4,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,0.43700000000000006
357,"Work Hard, Play Hard",0.0409,0.787,219026,0.6659999999999999,1ms5tNNdPouTtcD2oVF9Oz,1.91e-05,11,0.29600000000000004,-4.475,1,0.0485,140.00799999999998,4,https://api.spotify.com/v1/tracks/1ms5tNNdPouTtcD2oVF9Oz,0.485
358,Stronger (What Doesn't Kill You),0.046,0.562,221946,0.9390000000000001,6D60klaHqbCl9ySc8VcRss,0.0,0,0.11199999999999999,-4.282,1,0.0475,116.044,4,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,0.684
359,We Run The Night,0.0067599999999999995,0.691,228200,0.846,0mtPNQl5vePVwiI9Vykp7L,0.0,9,0.289,-4.322,0,0.174,127.01100000000001,4,https://api.spotify.com/v1/tracks/0mtPNQl5vePVwiI9Vykp7L,0.7040000000000001
