,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Down Under,46RVKt5Edm1zl0rXhPJZxz,0.0485,0.746,220867,0.79,0.0261,11,0.0534,-4.7,0,0.0257,107.231,0.891,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz
Up Where We Belong,0Co8hKbjUy273NrGliGdWZ,0.597,0.573,233240,0.429,8.18e-05,2,0.0839,-8.68,1,0.0294,139.097,0.361,https://api.spotify.com/v1/tracks/0Co8hKbjUy273NrGliGdWZ
Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,0.0778,0.532,249293,0.887,0.000214,0,0.294,-3.757,1,0.0335,122.511,0.795,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF
Kiss (45 Version),0ki28p3v35elzrc3th6y90,0.0113,0.899,227493,0.237,0.00152,7,0.098,-14.805,1,0.102,111.503,0.744,https://api.spotify.com/v1/tracks/0ki28p3v35elzrc3th6y90
Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,0.272,0.62,231333,0.574,0.0,0,0.0607,-11.893,1,0.0421,81.548,0.9,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c
Hungry Heart,1KsI8NEeAna8ZIdojI3FiT,0.0857,0.641,199453,0.894,0.009,8,0.157,-7.41,1,0.0273,109.823,0.972,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT
I Knew You Were Waiting (For Me),58lTbZKr7XkkR4zEpoLhYH,0.274,0.727,241920,0.68,0.0,4,0.31,-11.297,1,0.0445,107.775,0.683,https://api.spotify.com/v1/tracks/58lTbZKr7XkkR4zEpoLhYH
Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.0183,0.508,216053,0.834,0.0,2,0.0732,-6.205,1,0.0386,139.131,0.774,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3
Heaven Is a Place on Earth,37Q5anxoGWYdRsyeXkkNoI,0.0243,0.64,246520,0.852,1.82e-06,1,0.0497,-8.119,0,0.0345,122.902,0.793,https://api.spotify.com/v1/tracks/37Q5anxoGWYdRsyeXkkNoI
We Are The World,3Z2tPWiNiIpg8UMMoowHIk,0.189,0.528,427333,0.447,0.0,4,0.0745,-15.255,1,0.0435,72.58,0.292,https://api.spotify.com/v1/tracks/3Z2tPWiNiIpg8UMMoowHIk
You Give Love A Bad Name,5VVwwfK6Cp9IydkhKfJUEq,0.0678,0.54,222707,0.96,2.34e-06,0,0.342,-2.971,0,0.0521,122.761,0.802,https://api.spotify.com/v1/tracks/5VVwwfK6Cp9IydkhKfJUEq
Never Gonna Give You Up,4uLU6hMCjMI75M1A2tKUQC,0.115,0.721,213573,0.939,3.79e-05,8,0.108,-11.823,1,0.0376,113.309,0.914,https://api.spotify.com/v1/tracks/4uLU6hMCjMI75M1A2tKUQC
